id,x,y,z,arcId
4462301,99.3237329745126,4.62628621254022,7.24457796917897,1115603
4462303,-99.3132658583797,-3.76909228109893,-1.09449987571992,1115603
4462305,19.9488896448178,0.347842508424682,-2.29894481657472,1115603
4462307,0,0,0,1115603
4462309,29.1287187070644,2.23454236846853,0.0330000011106887,1115604
4462311,-23.096214773005,-1.68623599269664,-1.43238304889828E-09,1115604
4462313,-4.90066882776729E-08,1.92172742582083E-09,4.61812739662359E-10,1115604
4462315,0,0,0,1115604
4462317,99.1165222482433,0.208438714851935,-54.5178149580408,1115606
4462320,-126.690670416677,2.30196537083046,72.7359152337967,1115606
4462323,50.0707232088606,-2.39533396008066,-30.5459468706198,1115606
4462326,-7.97447578444203,0.42968223085775,4.07566744805832,1115606
4462457,52.3314062982693,5.9418218813909,3.98626835169963,1115615
4462458,-70.1798859920245,-6.35036834927646,1.16507565134297,1115615
4462459,23.2548567755776,-0.629423180368994,-2.98427443483871,1115615
4462460,-3.01323709734,-0.00455812305021695,-0.542310238566053,1115615
4462461,16.4225549329633,3.33159428459217,0.0329999997786049,1115616
4462462,-16.809599890084,-4.97086269871431,3.64145584925639E-10,1115616
4462463,-1.91480016733089E-08,-1.55994068194249E-08,-1.4973449097801E-10,1115616
4462464,0,0,0,1115616
4462465,25.2138255244343,2.17708728622801,-20.025824991082,1115617
4462466,-29.4183298461231,-3.86909138473854,25.5578240285289,1115617
4462467,4.42610745426084,-0.126376602311298,-7.46257174984493,1115617
4462468,0,0,0,1115617
4462469,-72.6126736038028,-15.637469351853,-14.3856441219345,1115618
4462470,55.5223386562618,9.41428432599371,17.4066910635296,1115618
4462471,-12.8284052306132,-1.90387600219721,-4.93747930661841,1115618
4462472,1.28527031157476,0.223598193023244,0.220144640809805,1115618
4462473,-13.5107548246043,-6.40821866081089,0.0330000019811698,1115619
4462474,8.72106064743485,2.58273698917558,-1.37306706892638E-09,1115619
4462475,-5.39817031480739E-08,1.82492765250679E-08,2.37904007144446E-10,1115619
4462476,0,0,0,1115619
4462477,-23.2840670108393,-5.93451266236713,-61.5205914154858,1115620
4462478,15.5644465324478,-1.49115322290993,3.27708314137809,1115635
4462479,16.2077486263301,2.57636494978725,37.8271229939221,1115620
4462480,-46.5061325438602,7.41954196576937,-3.70059126900904,1115635
4462481,-1.42053539423619,-0.0545781636074895,-5.71815332381945,1115620
4462482,17.8847763730947,-7.40372118471438,-2.94084906394152,1115635
4462483,0,0,0,1115620
4462484,-3.71734416547405,2.02199038463085,-0.935704097522596,1115635
4462485,353.949506377189,-43.1266845282262,-203.588570818757,1115621
4462486,4.65962837753925,0.355679356239345,0.0330000000319221,1115637
4462487,-199.139805960768,31.9293345877178,143.560845636747,1115621
4462488,-18.403226546151,0.61674332863644,-1.1144571860536E-10,1115637
4462489,37.8467726534295,-7.6536172503782,-32.1440067798242,1115621
4462490,-2.2048189975264E-08,3.09806827026038E-09,9.72689113282086E-11,1115637
4462491,-2.62551124587853,0.642278274281917,2.25231007633012,1115621
4462492,0,0,0,1115637
4462493,47.5069847547335,-0.449413159639871,0.0330000045440202,1115622
4462494,7.94298220119959,-0.787924149394228,-6.62673448643405,1115639
4462495,-13.3204015269979,0.933974176901232,-2.22656319067433E-09,1115622
4462496,-26.9701740756739,3.73950958341233,16.0533594531068,1115639
4462497,-1.30927054927233E-07,-1.09877092266074E-07,2.72753152690497E-10,1115622
4462498,4.96827611598361,-1.97197937012499,-7.77598629022017,1115639
4462499,0,0,0,1115622
4462500,0,0,0,1115639
4462501,107.32027556052,2.15544804593875,-221.439789917444,1115623
4462502,-38.8032699239766,3.16490547225394,-5.34096472114676,1115641
4462503,-40.7349911881376,-0.249761637306299,120.10218229994,1115623
4462504,38.2471331623085,-3.81136984087533,12.0197135299061,1115641
4462505,3.15644860722215,0.200010785041638,-20.4027375081753,1115623
4462506,-10.0281681189806,1.66008637433156,-5.13895986230425,1115641
