id,x,y,z,hit,net,bounce,time,shotId
1042800,13.806,-1.573,1.108,1,0,0,1.934,377814
1042801,-12.308,0.752,0.037,0,0,1,3.168,377813
1042802,0.013,0.596,1.347,0,1,0,2.451,377814
1042803,-7.312,1.912,0.037,0,0,1,2.803,377814
1042804,-11.019,2.645,0.851,1,0,0,3.099,377815
1042805,-0.007,0.505,2.035,0,1,0,3.531,377815
1042806,10.525,-1.684,0.037,0,0,1,4.068,377815
1042807,13.356,-2.301,1.042,1,0,0,4.316,377816
1042808,0.009,-0.721,1.504,0,1,0,4.804,377816
1042809,-7.970,0.100,0.037,0,0,1,5.181,377816
1042810,-12.946,0.810,0.996,1,0,0,5.603,377817
1042811,-0.008,-0.813,1.377,0,1,0,6.212,377817
1042812,7.815,-1.960,0.037,0,0,1,6.685,377817
1042813,11.575,-2.581,0.609,1,0,0,7.066,377818
1042814,0.000,-3.078,1.054,0,1,0,7.599,377818
1042815,-7.955,-3.826,0.037,0,0,1,8.087,377818
1042816,-12.348,-4.576,0.366,1,0,0,8.542,377819
1042817,-11.386,-1.408,2.897,1,0,0,1.364,377820
1042818,-0.004,0.035,1.140,0,1,0,1.677,377820
1042819,4.295,0.285,0.037,0,0,1,1.821,377820
1042820,11.690,0.939,1.853,1,0,0,2.241,377821
1042821,-11.382,-1.154,2.876,1,0,0,0.961,377822
1042822,-0.011,-0.080,1.150,0,1,0,1.183,377822
1042823,5.922,0.349,0.037,0,0,1,1.322,377822
1042824,14.101,0.844,1.181,1,0,0,1.612,377823
1042825,4.997,1.192,0.037,0,0,1,2.316,377823
1042826,-11.384,0.528,2.847,1,0,0,0.903,377824
1042827,-11.390,0.762,2.834,1,0,0,1.178,377825
1042828,-11.381,-1.414,2.906,1,0,0,1.180,377826
1042829,-0.016,0.012,1.317,0,1,0,1.497,377826
1042830,5.200,0.338,0.037,0,0,1,1.672,377826
1042831,11.957,0.796,1.628,1,0,0,2.045,377827
1042832,0.002,-0.780,1.611,0,1,0,2.528,377827
1042833,-7.515,-1.794,0.037,0,0,1,2.914,377827
1042834,-11.577,-2.314,1.040,1,0,0,3.304,377828
1042835,-11.396,-1.105,2.879,1,0,0,0.960,377829
1042836,-0.011,-0.663,1.212,0,1,0,1.172,377829
1042837,6.749,-0.479,0.037,0,0,1,1.322,377829
1042838,-11.391,0.670,2.785,1,0,0,1.246,377830
1042839,-11.381,1.013,2.852,1,0,0,1.340,377831
1042840,0.000,-2.498,1.087,0,1,0,1.589,377831
1042841,5.054,-4.259,0.037,0,0,1,1.724,377831
1042842,11.381,-0.861,2.902,1,0,0,0.686,377832
1042843,0.001,1.726,1.256,0,1,0,0.932,377832
1042844,-6.041,2.934,0.037,0,0,1,1.088,377832
1042845,-12.670,4.136,1.161,1,0,0,1.351,377833
1042846,-0.003,1.707,2.719,0,1,0,1.839,377833
1042847,15.355,-0.902,0.037,0,0,1,2.671,377833
1042848,11.377,0.760,2.921,1,0,0,1.074,377834
1042849,0.019,-0.037,1.031,0,1,0,1.313,377834
1042850,-4.742,-0.417,0.037,0,0,1,1.431,377834
1042851,-13.130,-1.171,1.425,1,0,0,1.761,377835
1042852,-0.011,0.483,2.600,0,1,0,2.307,377835
1042853,12.312,1.865,0.037,0,0,1,2.997,377835
1042854,13.116,1.934,0.344,1,0,0,3.053,377836
1042855,0.006,1.292,1.039,0,1,0,3.558,377836
1042856,-6.670,0.780,0.037,0,0,1,3.881,377836
1042857,11.392,-0.995,2.861,1,0,0,0.984,377837
1042858,0.013,1.375,1.386,0,1,0,1.312,377837
1042859,-5.460,2.140,0.037,0,0,1,1.504,377837
1042860,-10.686,2.930,1.494,1,0,0,1.810,377838
1042861,-0.001,0.223,1.843,0,1,0,2.336,377838
1042862,9.852,-1.999,0.037,0,0,1,2.968,377838
1042863,12.337,-2.492,0.668,1,0,0,3.251,377839
1042864,0.001,-3.959,1.505,0,1,0,3.746,377839
1042865,-8.229,-5.052,0.037,0,0,1,4.166,377839
1042866,11.388,0.904,2.908,1,0,0,0.920,377840
1042867,0.010,-1.045,1.106,0,1,0,1.180,377840
1042868,-5.014,-2.109,0.037,0,0,1,1.318,377840
1042869,-12.617,-3.972,1.293,1,0,0,1.650,377841
1042870,11.389,0.528,2.908,1,0,0,0.952,377842
1042871,0.005,-0.471,1.267,0,1,0,1.286,377842
1042872,-0.003,-0.605,2.008,0,1,0,2.359,377841
1042873,-4.500,-1.112,0.037,0,0,1,1.450,377842
1042874,7.730,1.351,0.037,0,0,1,2.916,377841
1042875,-10.837,-1.672,1.705,1,0,0,1.823,377843
1042876,-0.011,-0.916,1.481,0,1,0,2.259,377843
1042877,6.470,-0.199,0.037,0,0,1,2.582,377843
1042878,10.310,1.872,0.915,1,0,0,3.303,377844
1042879,12.837,0.457,0.972,1,0,0,3.149,377845
1042880,0.002,2.314,2.018,0,1,0,3.643,377844
1042881,0.002,1.131,2.291,0,1,0,3.651,377845
1042882,-12.158,2.608,0.037,0,0,1,4.179,377844
1042883,-9.498,1.623,0.037,0,0,1,4.151,377845
1042884,-13.805,1.936,1.404,1,0,0,4.503,377846
1042885,-0.009,1.928,1.077,0,1,0,4.926,377846
1042886,5.646,2.080,0.037,0,0,1,5.145,377846
1042887,13.354,2.197,0.932,1,0,0,5.637,377847
1042888,0.007,0.405,1.920,0,1,0,6.144,377847
1042889,-8.411,-0.926,0.037,0,0,1,6.571,377847
1042890,-11.948,-1.425,1.224,1,0,0,6.865,377848
1042891,-0.006,-1.700,2.027,0,1,0,7.410,377848
1042892,12.405,-1.950,0.037,0,0,1,8.193,377848
1042893,11.384,-0.926,2.880,1,0,0,0.907,377849
1042894,0.008,0.777,1.252,0,1,0,1.200,377849
1042895,-5.276,1.298,0.037,0,0,1,1.361,377849
1042896,-10.749,1.900,1.413,1,0,0,1.631,377850
1042897,-0.005,1.007,1.802,0,1,0,2.189,377850
1042898,8.474,0.584,0.037,0,0,1,2.759,377850
1042899,11.563,0.438,0.751,1,0,0,3.177,377851
1042900,0.009,-1.237,1.428,0,1,0,3.559,377851
1042901,-8.235,-2.700,0.037,0,0,1,3.913,377851
1042902,11.386,0.787,2.916,1,0,0,0.951,377852
1042903,11.388,1.366,2.872,1,0,0,1.136,377853
1042904,0.019,-0.447,1.408,0,1,0,1.453,377853
1042905,-5.524,-0.936,0.037,0,0,1,1.642,377853
1042906,-11.739,-1.450,1.563,1,0,0,1.995,377854
1042907,-0.005,-1.098,1.528,0,1,0,2.480,377854
1042908,7.298,-0.773,0.037,0,0,1,2.859,377854
1042909,12.862,-0.396,0.710,1,0,0,3.373,377855
1042910,0.007,-2.536,1.741,0,1,0,3.777,377855
1042911,-11.863,-4.342,0.037,0,0,1,4.274,377855
1042912,11.380,-0.758,2.899,1,0,0,0.826,377856
1042913,11.390,-0.838,2.837,1,0,0,0.930,377857
1042914,0.010,1.797,1.276,0,1,0,1.069,377856
1042915,11.390,1.184,2.864,1,0,0,1.273,377858
1042916,0.023,2.337,1.122,0,1,0,1.178,377857
1042917,-6.509,3.068,0.037,0,0,1,1.235,377856
1042918,-5.224,4.042,0.037,0,0,1,1.316,377857
1042919,-12.952,6.732,1.342,1,0,0,1.640,377859
1042920,0.011,3.405,4.189,0,1,0,2.442,377859
1042921,12.738,-0.693,0.037,0,0,1,3.525,377859
1042922,11.396,1.339,2.868,1,0,0,0.761,377860
1042923,0.002,-0.442,1.410,0,1,0,1.088,377860
1042924,-5.664,-0.904,0.037,0,0,1,1.287,377860
1042925,-15.681,-1.780,1.598,1,0,0,1.900,377861
1042926,-0.003,1.964,2.627,0,1,0,2.576,377861
1042927,9.133,4.641,0.037,0,0,1,3.124,377861
1042928,12.240,5.412,1.442,1,0,0,3.480,377862
1042929,11.395,1.032,2.899,1,0,0,0.972,377863
1042930,11.393,-0.869,2.868,1,0,0,1.014,377864
1042931,0.019,0.201,1.083,0,1,0,1.227,377864
1042932,-5.438,0.782,0.037,0,0,1,1.350,377864
1042933,-13.628,1.803,1.254,1,0,0,1.631,377865
1042934,0.004,2.255,0.996,0,1,0,2.231,377865
1042935,6.016,2.622,0.037,0,0,1,2.659,377865
1042936,9.877,3.001,0.579,1,0,0,3.169,377866
1042937,0.001,2.743,1.381,0,1,0,3.645,377866
1042938,-10.196,2.708,0.037,0,0,1,4.280,377866
1042939,-12.876,2.801,0.575,1,0,0,4.567,377867
1042940,-0.007,2.268,1.662,0,1,0,5.058,377867
1042941,9.123,1.794,0.037,0,0,1,5.513,377867
1042942,11.887,1.586,0.986,1,0,0,5.760,377868
1042943,0.009,-0.438,1.310,0,1,0,6.188,377868
1042944,-7.556,-1.585,0.037,0,0,1,6.531,377868
1042945,-13.322,-2.494,0.987,1,0,0,6.990,377869
1042946,-0.009,-2.297,1.951,0,1,0,7.439,377869
1042947,9.784,-2.080,0.037,0,0,1,7.882,377869
1042948,14.076,-1.913,1.309,1,0,0,8.207,377870
1042949,0.012,-2.216,1.554,0,1,0,8.630,377870
1042950,-9.179,-2.470,0.037,0,0,1,8.994,377870
1042951,-14.048,-2.562,1.150,1,0,0,9.329,377871
1042952,-0.011,-0.072,1.954,0,1,0,9.824,377871
1042953,9.733,1.735,0.037,0,0,1,10.288,377871
1042954,11.388,1.016,2.842,1,0,0,1.062,377872
1042955,13.440,2.543,1.215,1,0,0,10.616,377873
1042956,0.028,-0.116,1.239,0,1,0,1.279,377872
1042957,11.390,1.354,2.848,1,0,0,1.113,377874
1042958,0.004,-0.705,1.619,0,1,0,11.154,377873
1042959,-6.729,-0.667,0.037,0,0,1,1.434,377872
1042960,0.006,-1.061,1.227,0,1,0,1.431,377874
1042961,-7.215,-2.295,0.037,0,0,1,11.525,377873
1042962,-4.662,-1.704,0.037,0,0,1,1.588,377874
1042963,-13.277,-3.825,1.062,1,0,0,12.109,377875
1042964,-11.258,-2.596,1.622,1,0,0,1.965,377876
1042965,-0.001,0.474,1.083,0,1,0,12.605,377875
1042966,-0.005,-0.897,1.784,0,1,0,2.433,377876
1042967,4.381,1.974,0.037,0,0,1,12.817,377875
1042968,8.626,-0.013,0.037,0,0,1,2.888,377876
1042969,13.313,0.170,0.993,1,0,0,3.341,377877
1042970,13.123,5.077,0.715,1,0,0,13.512,377878
1042971,0.005,1.802,1.534,0,1,0,3.830,377877
1042972,-6.711,2.754,0.037,0,0,1,4.150,377877
1042973,-14.005,3.734,1.242,1,0,0,4.720,377879
1042974,0.003,2.744,1.847,0,1,0,14.131,377878
1042975,0.000,2.059,1.809,0,1,0,5.217,377879
1042976,9.240,1.183,0.037,0,0,1,5.649,377879
1042977,-10.936,1.106,0.037,0,0,1,14.830,377878
1042978,12.862,0.765,1.064,1,0,0,5.968,377880
1042979,0.007,1.529,1.499,0,1,0,6.565,377880
1042980,-8.566,2.201,0.037,0,0,1,7.080,377880
1042981,-13.522,0.869,0.780,1,0,0,15.153,377881
1042982,-11.727,2.542,0.605,1,0,0,7.417,377882
1042983,-0.001,-0.916,1.445,0,1,0,15.620,377881
1042984,-0.003,2.057,1.318,0,1,0,8.006,377882
1042985,8.353,-2.088,0.037,0,0,1,16.001,377881
1042986,8.006,2.078,0.037,0,0,1,8.528,377882
1042987,13.468,-2.843,0.990,1,0,0,16.416,377883
1042988,11.616,2.348,0.469,1,0,0,8.948,377884
1042989,0.003,-0.388,1.821,0,1,0,16.994,377883
1042990,0.012,-0.809,1.236,0,1,0,9.455,377884
1042991,-6.787,0.987,0.037,0,0,1,17.377,377883
1042992,-8.867,-3.034,0.037,0,0,1,9.945,377884
1042993,-12.686,2.314,1.373,1,0,0,17.911,377885
1042994,-12.496,-3.813,0.574,1,0,0,10.265,377886
1042995,0.000,2.259,1.527,0,1,0,18.327,377885
1042996,-0.008,-0.171,1.902,0,1,0,10.729,377886
1042997,8.891,2.550,0.037,0,0,1,18.709,377885
1042998,9.995,3.197,0.037,0,0,1,11.236,377886
1042999,13.781,2.697,0.958,1,0,0,19.074,377887
1043000,12.301,3.990,0.951,1,0,0,11.435,377888
1043001,0.002,-1.159,1.386,0,1,0,19.619,377887
1043002,0.006,3.046,1.508,0,1,0,12.024,377888
1043003,-6.241,-2.919,0.037,0,0,1,19.939,377887
1043004,-8.790,2.450,0.037,0,0,1,12.565,377888
1043005,-12.215,-4.567,1.157,1,0,0,20.471,377889
1043006,-12.056,2.273,0.638,1,0,0,12.919,377890
1043007,-0.018,-3.631,1.604,0,1,0,20.835,377889
1043008,-0.001,3.132,1.807,0,1,0,13.339,377890
1043009,10.712,-2.802,0.037,0,0,1,21.263,377889
1043010,-11.390,-0.765,2.882,1,0,0,0.950,377891
1043011,11.506,4.162,0.037,0,0,1,13.876,377890
1043012,14.660,-2.365,0.943,1,0,0,21.533,377892
1043013,-11.380,-0.758,2.926,1,0,0,0.814,377893
1043014,-0.008,1.581,1.330,0,1,0,1.106,377893
1043015,5.538,3.039,0.037,0,0,1,1.282,377893
1043016,10.468,4.341,1.323,1,0,0,1.541,377894
1043017,0.004,2.729,1.140,0,1,0,1.995,377894
1043018,-6.763,1.616,0.037,0,0,1,2.356,377894
1043019,-11.358,0.909,0.575,1,0,0,2.749,377895
1043020,11.381,-0.711,2.823,1,0,0,1.124,377896
1043021,0.028,0.425,1.081,0,1,0,1.331,377896
1043022,4.077,2.122,1.165,1,0,0,3.401,377897
1043023,-5.742,1.022,0.037,0,0,1,1.456,377896
1043024,0.011,2.468,1.068,0,1,0,3.611,377897
1043025,-7.814,3.153,0.037,0,0,1,4.103,377897
1043026,-14.069,2.017,1.173,1,0,0,1.732,377898
1043027,-12.132,3.579,0.425,1,0,0,4.614,377899
1043028,3.498,2.010,1.477,1,0,0,5.249,377900
1043029,0.001,1.181,1.181,0,1,0,5.426,377900
1043030,-5.746,-0.249,0.037,0,0,1,5.753,377900
1043031,-11.388,0.814,2.934,1,0,0,1.048,377901
1043032,-0.008,-0.809,1.370,0,1,0,1.325,377901
1043033,6.311,-1.402,0.037,0,0,1,1.512,377901
1043034,11.561,-1.759,1.163,1,0,0,1.761,377902
1043035,0.004,-0.270,1.742,0,1,0,2.377,377902
1043036,-11.388,0.725,2.881,1,0,0,1.162,377903
1043037,-8.473,0.773,0.037,0,0,1,2.961,377902
1043038,-11.463,1.315,0.691,1,0,0,3.361,377904
1043039,-0.013,2.164,1.289,0,1,0,3.763,377904
1043040,7.043,2.970,0.037,0,0,1,4.082,377904
1043041,14.784,3.586,1.174,1,0,0,4.638,377905
1043042,0.009,1.497,1.828,0,1,0,5.364,377905
1043043,-8.378,0.017,0.037,0,0,1,5.923,377905
1043044,-11.712,-0.664,0.802,1,0,0,6.351,377906
1043045,-0.015,1.330,1.652,0,1,0,6.751,377906
1043046,8.646,3.127,0.037,0,0,1,7.146,377906
1043047,14.579,4.453,1.173,1,0,0,7.579,377907
1043048,0.002,0.104,2.224,0,1,0,8.303,377907
1043049,-9.997,-3.010,0.037,0,0,1,8.994,377907
1043050,-12.588,-3.878,0.853,1,0,0,9.393,377908
1043051,-0.002,0.039,1.598,0,1,0,9.880,377908
1043052,6.947,2.531,0.037,0,0,1,10.239,377908
1043053,14.193,4.991,1.197,1,0,0,10.837,377909
1043054,0.008,2.046,1.687,0,1,0,11.400,377909
1043055,-6.821,0.803,0.037,0,0,1,11.753,377909
1043056,-12.777,-0.599,1.215,1,0,0,12.304,377910
1043057,-0.014,1.445,1.998,0,1,0,12.734,377910
1043058,9.693,3.121,0.037,0,0,1,13.176,377910
1043059,14.495,4.024,1.467,1,0,0,13.542,377911
1043060,-11.389,0.878,2.842,1,0,0,0.326,377912
1043061,-0.007,-0.301,1.330,0,1,0,0.585,377912
1043062,6.441,-0.713,0.037,0,0,1,0.762,377912
1043063,-11.384,-0.799,2.875,1,0,0,0.930,377913
1043064,-0.004,-0.062,1.020,0,1,0,1.170,377913
1043065,4.692,0.334,0.037,0,0,1,1.287,377913
1043066,13.024,1.124,1.338,1,0,0,1.608,377914
1043067,0.011,-0.127,3.628,0,1,0,2.235,377914
1043068,-14.892,-1.351,0.037,0,0,1,3.247,377914
1043069,-11.393,0.829,3.090,1,0,0,1.158,377915
1043070,-0.010,-2.258,1.353,0,1,0,1.491,377915
1043071,5.110,-3.320,0.037,0,0,1,1.673,377915
1043072,10.211,-4.586,1.542,1,0,0,1.978,377916
1043073,0.007,-4.241,1.377,0,1,0,2.388,377916
1043074,-6.906,-4.231,0.037,0,0,1,2.723,377916
1043075,-11.397,-0.602,2.925,1,0,0,0.736,377917
1043076,-0.002,1.973,1.548,0,1,0,1.089,377917
1043077,5.533,3.607,0.037,0,0,1,1.308,377917
1043078,10.863,4.824,1.583,1,0,0,1.651,377918
1043079,0.011,0.346,1.191,0,1,0,2.158,377918
1043080,-5.903,-2.343,0.037,0,0,1,2.507,377918
1043081,-10.577,-4.580,0.466,1,0,0,2.968,377919
1043082,-6.463,-0.460,2.164,1,0,0,1.283,377920
1043083,-0.013,-3.579,1.142,0,1,0,3.339,377919
1043084,-0.017,-1.921,1.015,0,1,0,1.429,377920
1043085,7.429,-2.628,0.037,0,0,1,3.670,377919
1043086,4.715,-2.951,0.037,0,0,1,1.552,377920
1043087,13.864,-1.597,0.832,1,0,0,4.156,377921
1043088,12.169,-4.459,1.205,1,0,0,1.859,377922
1043089,0.014,-0.043,2.442,0,1,0,4.623,377921
1043090,-13.220,1.989,0.037,0,0,1,5.251,377921
1043091,-11.383,-0.724,2.914,1,0,0,0.947,377923
1043092,-11.379,-1.168,2.917,1,0,0,1.363,377924
1043093,-0.024,1.938,1.157,0,1,0,1.597,377924
1043094,5.704,3.447,0.037,0,0,1,1.738,377924
1043095,12.799,5.195,1.093,1,0,0,2.009,377925
1043096,-11.384,0.816,2.821,1,0,0,1.525,377926
1043097,-0.025,-2.354,1.362,0,1,0,1.774,377926
1043098,6.840,-4.522,0.037,0,0,1,1.962,377926
1043099,-11.381,0.562,2.880,1,0,0,0.986,377927
1043100,-11.394,-1.171,2.895,1,0,0,1.089,377928
1043101,-0.002,-1.095,1.110,0,1,0,1.299,377927
1043102,-0.003,-0.212,0.939,0,1,0,1.315,377928
1043103,4.199,-1.968,0.037,0,0,1,1.443,377927
1043104,5.358,0.325,0.037,0,0,1,1.514,377928
1043105,11.134,-3.225,1.766,1,0,0,1.859,377929
1043106,0.003,-3.008,2.055,0,1,0,2.257,377929
1043107,-11.096,-2.253,0.037,0,0,1,2.772,377929
1043108,-12.401,-2.149,0.534,1,0,0,2.880,377930
1043109,-0.005,0.231,1.572,0,1,0,3.414,377930
1043110,9.013,2.264,0.037,0,0,1,3.930,377930
1043111,12.010,2.952,0.803,1,0,0,4.232,377931
1043112,0.008,0.389,1.644,0,1,0,4.969,377931
1043113,-4.110,-0.656,0.037,0,0,1,5.290,377931
1043114,-10.046,-1.967,1.084,1,0,0,5.911,377932
1043115,-0.002,-2.528,1.242,0,1,0,6.790,377932
1043116,2.681,-2.629,0.037,0,0,1,7.074,377932
1043117,4.785,-2.633,0.128,1,0,0,7.885,377933
1043118,0.004,0.685,0.987,0,1,0,8.414,377933
1043119,-3.079,2.898,0.037,0,0,1,8.799,377933
1043120,-11.384,-1.102,2.888,1,0,0,1.289,377934
1043121,-3.775,3.220,0.234,1,0,0,8.886,377935
1043122,-0.024,1.741,1.398,0,1,0,1.512,377934
1043123,-0.005,3.234,1.051,0,1,0,9.165,377935
1043124,7.808,3.644,0.037,0,0,1,1.699,377934
1043125,7.049,3.156,0.037,0,0,1,9.776,377935
1043126,-11.385,-1.365,2.904,1,0,0,1.092,377936
1043127,-0.016,0.493,1.171,0,1,0,1.426,377936
1043128,4.280,0.901,0.037,0,0,1,1.578,377936
1043129,11.553,1.870,1.765,1,0,0,2.011,377937
1043130,11.382,0.576,2.849,1,0,0,1.065,377938
1043131,0.002,-1.769,1.038,0,1,0,1.378,377938
1043132,-3.824,-2.782,0.037,0,0,1,1.507,377938
1043133,-10.480,-4.363,1.565,1,0,0,1.884,377939
1043134,-0.002,-3.742,1.904,0,1,0,2.357,377939
1043135,11.140,-3.101,0.037,0,0,1,3.000,377939
1043136,-11.383,0.830,2.901,1,0,0,0.877,377940
1043137,13.452,-3.023,0.666,1,0,0,3.244,377941
1043138,-0.002,-1.859,1.146,0,1,0,1.121,377940
1043139,-3.532,-1.662,0.971,1,0,0,3.923,377942
1043140,5.226,-3.248,0.037,0,0,1,1.256,377940
1043141,-0.010,-0.523,1.111,0,1,0,4.117,377942
1043142,7.664,1.992,0.037,0,0,1,4.598,377942
1043143,12.534,-5.422,1.375,1,0,0,1.557,377943
1043144,12.426,3.585,0.424,1,0,0,5.100,377944
1043145,0.002,0.697,5.168,0,1,0,5.987,377944
1043146,-11.886,-2.385,0.037,0,0,1,7.191,377944
1043147,11.381,0.722,2.867,1,0,0,1.029,377945
1043148,0.020,-0.717,1.412,0,1,0,1.325,377945
1043149,-6.089,-1.836,0.037,0,0,1,1.521,377945
1043150,-11.688,-2.834,1.392,1,0,0,1.817,377946
1043151,-0.001,-0.821,1.624,0,1,0,2.316,377946
1043152,7.477,0.837,0.037,0,0,1,2.727,377946
1043153,11.530,1.825,0.995,1,0,0,3.133,377947
1043154,0.011,2.372,1.378,0,1,0,3.515,377947
1043155,-7.957,2.789,0.037,0,0,1,3.850,377947
1043156,-14.229,3.002,1.226,1,0,0,4.293,377948
1043157,-0.014,0.187,2.197,0,1,0,4.805,377948
1043158,10.147,-1.685,0.037,0,0,1,5.315,377948
1043159,12.396,-2.116,0.964,1,0,0,5.524,377949
1043160,0.012,-1.671,2.307,0,1,0,6.026,377949
1043161,11.381,-0.813,2.860,1,0,0,0.791,377950
1043162,11.396,0.899,2.891,1,0,0,0.641,377951
1043163,-11.515,-1.577,0.037,0,0,1,6.642,377949
1043164,0.023,-0.034,1.292,0,1,0,0.880,377951
1043165,-6.646,-0.690,0.037,0,0,1,1.047,377951
1043166,-14.134,-1.389,1.117,1,0,0,6.907,377952
1043167,-0.005,-1.471,1.516,0,1,0,7.574,377952
1043168,7.793,-1.384,0.037,0,0,1,8.073,377952
1043169,11.841,-1.347,0.569,1,0,0,8.556,377953
1043170,0.006,-2.117,1.317,0,1,0,9.006,377953
1043171,-7.510,-2.539,0.037,0,0,1,9.364,377953
1043172,-13.751,-2.759,0.968,1,0,0,9.884,377954
1043173,-0.013,0.744,1.184,0,1,0,10.420,377954
1043174,4.965,2.081,0.037,0,0,1,10.671,377954
1043175,12.165,4.030,0.839,1,0,0,11.315,377955
1043176,0.009,0.449,1.589,0,1,0,11.766,377955
1043177,-7.595,-1.807,0.037,0,0,1,12.134,377955
1043178,-12.578,-3.306,1.315,1,0,0,12.531,377956
1043179,11.394,0.760,2.926,1,0,0,0.560,377957
1043180,0.000,0.137,1.575,0,1,0,0.797,377957
1043181,-0.002,-1.036,2.005,0,1,0,13.129,377956
1043182,-8.781,-0.457,0.037,0,0,1,1.021,377957
1043183,10.470,0.937,0.037,0,0,1,13.823,377956
1043184,13.471,1.527,0.785,1,0,0,14.242,377958
1043185,0.010,2.926,1.380,0,1,0,14.675,377958
1043186,-7.803,3.783,0.037,0,0,1,15.000,377958
1043187,-14.600,4.426,1.285,1,0,0,15.497,377959
1043188,-0.003,2.093,1.461,0,1,0,16.143,377959
1043189,8.530,0.572,0.037,0,0,1,16.678,377959
1043190,11.480,0.008,0.551,1,0,0,17.008,377960
1043191,0.007,-1.153,1.492,0,1,0,17.389,377960
1043192,-9.187,-2.350,0.037,0,0,1,17.791,377960
1043193,-14.358,-3.023,1.251,1,0,0,18.151,377961
1043194,-0.006,-1.940,2.137,0,1,0,18.710,377961
1043195,9.849,-1.281,0.037,0,0,1,19.240,377961
1043196,12.717,-0.997,1.100,1,0,0,19.547,377962
1043197,0.010,1.430,1.589,0,1,0,19.960,377962
1043198,-10.618,3.441,0.037,0,0,1,20.413,377962
1043199,-14.300,4.091,0.855,1,0,0,20.682,377963
1043200,-0.005,0.007,1.204,0,1,0,21.249,377963
1043201,6.702,-1.894,0.037,0,0,1,21.602,377963
1043202,10.804,-3.089,0.650,1,0,0,21.957,377964
1043203,0.010,-2.379,1.760,0,1,0,22.359,377964
1043204,-11.890,-1.597,0.037,0,0,1,22.938,377964
1043205,-14.148,-1.409,0.804,1,0,0,23.137,377965
1043206,-0.006,0.942,1.587,0,1,0,23.812,377965
1043207,6.609,2.244,0.037,0,0,1,24.229,377965
1043208,11.385,-0.961,2.880,1,0,0,1.005,377966
1043209,0.009,2.335,1.421,0,1,0,1.337,377966
1043210,-5.410,3.568,0.037,0,0,1,1.532,377966
1043211,-10.200,4.866,1.458,1,0,0,1.824,377967
1043212,-0.009,4.502,1.274,0,1,0,2.175,377967
1043213,7.954,4.489,0.037,0,0,1,2.513,377967
1043214,11.379,0.754,3.028,1,0,0,0.837,377968
1043215,0.009,-1.730,1.063,0,1,0,1.143,377968
1043216,-4.887,-2.933,0.037,0,0,1,1.340,377968
1043217,-11.040,-4.153,1.045,1,0,0,1.723,377969
1043218,11.379,0.713,2.921,1,0,0,1.225,377970
1043219,0.022,-0.463,1.062,0,1,0,1.467,377970
1043220,-4.917,-1.047,0.037,0,0,1,1.593,377970
1043221,-13.087,-2.150,1.431,1,0,0,1.924,377971
1043222,-0.009,-0.744,1.839,0,1,0,2.551,377971
1043223,8.215,0.243,0.037,0,0,1,3.055,377971
1043224,11.504,0.700,0.926,1,0,0,3.444,377972
1043225,0.001,-0.980,1.445,0,1,0,3.850,377972
1043226,-7.035,-2.052,0.037,0,0,1,4.174,377972
1043227,-13.988,-3.051,1.189,1,0,0,4.668,377973
1043228,-0.005,-0.728,1.755,0,1,0,5.327,377973
1043229,9.089,1.033,0.037,0,0,1,5.892,377973
1043230,12.371,1.749,0.718,1,0,0,6.258,377974
1043231,0.013,-0.501,1.166,0,1,0,6.682,377974
1043232,-6.276,-1.722,0.037,0,0,1,6.960,377974
1043233,-13.272,-3.151,1.014,1,0,0,7.477,377975
1043234,-0.011,-2.502,1.506,0,1,0,8.070,377975
1043235,9.219,-2.107,0.037,0,0,1,8.610,377975
1043236,12.315,-2.016,0.665,1,0,0,8.915,377976
1043237,0.009,0.070,1.764,0,1,0,9.372,377976
1043238,-9.934,2.001,0.037,0,0,1,9.862,377976
1043239,-13.309,2.690,1.145,1,0,0,10.155,377977
1043240,-0.013,0.348,2.091,0,1,0,10.637,377977
1043241,11.157,-1.545,0.037,0,0,1,11.177,377977
1043242,13.570,-1.984,0.920,1,0,0,11.393,377978
1043243,0.012,-1.933,1.856,0,1,0,11.846,377978
1043244,-12.031,-2.021,0.037,0,0,1,12.399,377978
1043245,-14.028,-2.008,0.690,1,0,0,12.570,377979
1043246,11.382,-0.816,2.868,1,0,0,1.051,377980
1043247,0.012,0.299,1.162,0,1,0,1.291,377980
1043248,-5.544,0.751,0.037,0,0,1,1.432,377980
1043249,-13.153,1.202,1.306,1,0,0,1.735,377981
1043250,-0.004,-0.235,0.986,0,1,0,2.377,377981
1043251,5.031,-0.650,0.037,0,0,1,2.686,377981
1043252,9.778,-0.969,0.388,1,0,0,3.158,377982
1043253,11.383,-0.730,2.936,1,0,0,0.723,377983
1043254,0.003,0.262,1.080,0,1,0,0.980,377983
1043255,-4.752,0.580,0.037,0,0,1,1.108,377983
1043256,-13.136,1.112,1.323,1,0,0,1.470,377984
1043257,-0.004,-0.264,2.787,0,1,0,2.182,377984
1043258,11.371,-0.832,0.037,0,0,1,2.999,377984
1043259,13.696,-0.820,1.064,1,0,0,3.367,377985
1043260,0.004,-1.593,1.747,0,1,0,3.861,377985
1043261,-7.349,-2.008,0.037,0,0,1,4.223,377985
1043262,-13.357,-2.354,1.387,1,0,0,4.722,377986
1043263,-0.011,1.006,1.197,0,1,0,5.346,377986
1043264,6.189,2.608,0.037,0,0,1,5.702,377986
1043265,11.244,3.957,0.556,1,0,0,6.171,377987
