id,x,y,z,hit,net,bounce,time,shotId
1041158,11.381,0.745,2.932,1,0,0,1.152,377220
1041159,0.002,0.071,1.312,0,1,0,1.386,377220
1041160,-6.648,-0.377,0.037,0,0,1,1.549,377220
1041161,11.384,0.801,2.940,1,0,0,0.753,377221
1041162,0.014,-1.619,1.115,0,1,0,1.075,377221
1041163,-3.983,-2.703,0.037,0,0,1,1.214,377221
1041164,-10.844,-4.427,1.795,1,0,0,1.621,377222
1041165,-0.003,-2.032,2.413,0,1,0,2.137,377222
1041166,11.634,1.038,0.037,0,0,1,2.883,377222
1041167,14.708,1.965,1.038,1,0,0,3.297,377223
1041168,11.382,-0.862,2.906,1,0,0,0.093,377224
1041169,0.009,2.908,1.414,0,1,0,3.786,377223
1041170,0.008,0.390,1.346,0,1,0,0.388,377224
1041171,-6.831,3.361,0.037,0,0,1,4.079,377223
1041172,-5.844,0.708,0.037,0,0,1,0.571,377224
1041173,-13.814,3.650,1.170,1,0,0,4.586,377225
1041174,-11.974,0.976,1.482,1,0,0,0.882,377226
1041175,-0.010,0.629,1.172,0,1,0,5.126,377225
1041176,-0.005,0.599,2.243,0,1,0,1.473,377226
1041177,5.057,-0.579,0.037,0,0,1,5.378,377225
1041178,9.966,0.907,0.037,0,0,1,2.135,377226
1041179,11.843,-2.204,0.907,1,0,0,5.971,377227
1041180,12.793,1.232,0.974,1,0,0,2.552,377228
1041181,0.007,-3.036,1.498,0,1,0,6.457,377227
1041182,0.009,-1.190,1.048,0,1,0,3.000,377228
1041183,-7.092,-3.538,0.037,0,0,1,6.821,377227
1041184,-4.914,-2.222,0.037,0,0,1,3.218,377228
1041185,-14.397,-3.867,0.913,1,0,0,7.484,377229
1041186,-14.333,-4.255,0.715,1,0,0,3.889,377230
1041187,-0.005,-0.152,1.880,0,1,0,8.159,377229
1041188,-0.008,-2.587,1.991,0,1,0,4.659,377230
1041189,9.904,2.764,0.037,0,0,1,8.803,377229
1041190,8.722,-1.453,0.037,0,0,1,5.309,377230
1041191,12.698,3.695,0.756,1,0,0,9.157,377231
1041192,11.845,-0.966,0.823,1,0,0,5.825,377232
1041193,0.005,2.899,1.808,0,1,0,9.573,377231
1041194,0.016,1.062,1.396,0,1,0,6.210,377232
1041195,-10.643,2.059,0.037,0,0,1,10.037,377231
1041196,-7.923,2.369,0.037,0,0,1,6.540,377232
1041198,-13.795,1.791,1.045,1,0,0,10.267,377234
1041200,-14.080,3.308,1.173,1,0,0,6.956,377235
1041201,-0.010,0.092,1.512,0,1,0,10.823,377234
1041203,-0.013,0.696,1.089,0,1,0,7.460,377235
1041204,6.434,-0.797,0.037,0,0,1,11.161,377234
1041205,5.122,-0.265,0.037,0,0,1,7.695,377235
1041206,12.167,-1.513,1.172,1,0,0,11.717,377236
1041207,11.926,-1.520,1.002,1,0,0,8.219,377237
1041208,0.013,-0.006,1.820,0,1,0,12.136,377236
1041209,0.005,-1.831,1.840,0,1,0,8.625,377237
1041210,-10.486,1.234,0.037,0,0,1,12.605,377236
1041211,-9.683,-2.249,0.037,0,0,1,9.058,377237
1041212,-14.271,1.809,1.112,1,0,0,12.917,377238
1041213,-13.453,-2.430,1.209,1,0,0,9.326,377239
1041214,-0.004,-1.345,1.755,0,1,0,13.478,377238
1041215,-0.001,1.454,2.603,0,1,0,9.827,377239
1041216,6.812,-2.724,0.037,0,0,1,13.834,377238
1041217,12.894,5.265,0.037,0,0,1,10.506,377239
1041218,12.210,-4.014,1.451,1,0,0,14.316,377240
1041219,0.015,1.023,1.306,0,1,0,14.762,377240
1041220,-6.609,3.721,0.037,0,0,1,15.064,377240
1041221,11.390,0.837,3.109,1,0,0,1.161,377241
1041222,0.005,-0.317,1.370,0,1,0,1.406,377241
1041223,-7.002,-1.167,0.037,0,0,1,1.583,377241
1041224,11.390,0.586,2.847,1,0,0,1.139,377242
1041225,0.008,-1.839,1.359,0,1,0,1.464,377242
1041226,-5.110,-3.281,0.037,0,0,1,1.647,377242
1041227,-11.019,-4.797,1.568,1,0,0,1.984,377243
1041228,-0.006,-3.000,2.559,0,1,0,2.495,377243
1041229,11.350,-1.322,0.037,0,0,1,3.193,377243
1041231,13.601,-0.884,1.147,1,0,0,3.505,377245
1041233,0.006,-1.848,1.585,0,1,0,3.988,377245
1041235,-8.815,-2.538,0.037,0,0,1,4.391,377245
1041237,-12.900,-2.879,1.030,1,0,0,4.715,377247
1041239,-0.005,-2.769,1.767,0,1,0,5.342,377247
1041241,8.958,-2.791,0.037,0,0,1,5.927,377247
1041243,12.005,-2.880,0.775,1,0,0,6.310,377249
1041245,0.004,0.462,1.355,0,1,0,6.736,377249
1041247,-7.674,2.640,0.037,0,0,1,7.082,377249
1041248,-12.714,4.156,1.025,1,0,0,7.465,377250
1041249,-0.002,-0.414,1.240,0,1,0,7.922,377250
1041250,6.043,-2.669,0.037,0,0,1,8.203,377250
1041251,12.095,-5.079,0.848,1,0,0,8.702,377251
1041252,0.003,-3.538,1.867,0,1,0,9.096,377251
1041253,-13.607,-1.889,0.037,0,0,1,9.685,377251
1041254,11.381,0.707,2.893,1,0,0,1.322,377252
1041255,-0.398,0.101,1.246,0,1,0,1.556,377252
1041256,-11.392,0.065,0.037,0,0,1,3.086,377252
1041257,11.383,-0.790,2.875,1,0,0,1.050,377253
1041258,0.012,2.606,1.225,0,1,0,1.294,377253
1041259,11.389,-0.794,3.250,1,0,0,0.805,377254
1041260,-6.088,4.360,0.037,0,0,1,1.449,377253
1041261,0.015,1.060,1.103,0,1,0,1.062,377254
1041262,-4.933,1.830,0.037,0,0,1,1.189,377254
1041263,-13.778,3.117,1.485,1,0,0,1.546,377255
1041264,-0.004,0.617,4.375,0,1,0,2.399,377255
1041265,11.328,-1.221,0.037,0,0,1,3.418,377255
1041266,15.274,-1.284,1.527,1,0,0,3.824,377256
1041267,0.011,-2.437,1.717,0,1,0,4.286,377256
1041268,-9.075,-2.843,0.037,0,0,1,4.645,377256
1041269,11.383,0.750,2.926,1,0,0,0.958,377257
1041270,-15.353,-3.217,1.307,1,0,0,5.088,377258
1041271,0.004,-1.971,1.220,0,1,0,1.271,377257
1041272,-0.005,0.037,1.469,0,1,0,5.845,377258
1041273,-4.587,-3.308,0.037,0,0,1,1.426,377257
1041274,6.058,1.642,0.037,0,0,1,6.247,377258
1041275,-10.212,-4.758,1.539,1,0,0,1.736,377259
1041276,9.378,2.707,0.726,1,0,0,6.651,377260
1041277,-0.010,-1.980,1.309,0,1,0,2.207,377259
1041278,0.012,2.841,1.999,0,1,0,7.027,377260
1041279,7.153,0.199,0.037,0,0,1,2.624,377259
1041280,-10.931,2.746,0.037,0,0,1,7.594,377260
1041281,11.169,1.557,0.531,1,0,0,3.013,377261
1041282,-15.635,2.578,1.225,1,0,0,7.957,377262
1041283,0.014,2.343,1.667,0,1,0,3.446,377261
1041284,-0.001,3.042,1.646,0,1,0,8.414,377262
1041285,-9.287,2.898,0.037,0,0,1,3.906,377261
1041286,10.313,3.403,0.037,0,0,1,8.826,377262
1041287,-13.656,3.087,1.197,1,0,0,4.261,377263
1041288,-0.003,-0.205,2.756,0,1,0,4.862,377263
1041289,9.321,-2.538,0.037,0,0,1,5.435,377263
1041290,12.031,-3.242,1.222,1,0,0,5.706,377264
1041291,0.013,-0.116,2.246,0,1,0,6.177,377264
1041292,-10.977,2.619,0.037,0,0,1,6.740,377264
1041293,-13.860,3.395,1.103,1,0,0,7.010,377265
1041294,-0.012,0.404,1.978,0,1,0,7.517,377265
1041295,9.809,-1.596,0.037,0,0,1,8.007,377265
1041296,12.933,-2.291,1.066,1,0,0,8.301,377266
1041297,0.004,-1.494,1.635,0,1,0,8.821,377266
1041298,-7.528,-1.121,0.037,0,0,1,9.203,377266
1041299,-12.362,-0.691,1.224,1,0,0,9.642,377267
1041300,-0.007,-0.267,0.997,0,1,0,10.194,377267
1041301,11.440,-3.394,0.037,0,0,1,10.904,377267
1041302,11.382,-0.902,2.911,1,0,0,0.660,377268
1041303,0.025,1.741,1.045,0,1,0,0.899,377268
1041304,-4.824,2.820,0.037,0,0,1,1.018,377268
1041305,-12.930,4.465,1.380,1,0,0,1.326,377269
1041306,-0.005,3.396,1.967,0,1,0,2.045,377269
1041307,7.050,2.841,0.037,0,0,1,2.562,377269
1041308,10.283,2.519,0.941,1,0,0,3.027,377270
1041309,0.012,-0.133,1.504,0,1,0,3.390,377270
1041310,-8.011,-2.404,0.037,0,0,1,3.755,377270
1041311,-12.641,-3.743,1.196,1,0,0,4.089,377271
1041312,-0.014,-0.218,2.477,0,1,0,4.545,377271
1041313,13.209,3.004,0.037,0,0,1,5.213,377271
1041314,11.390,0.656,2.895,1,0,0,0.938,377272
1041315,0.017,-2.017,1.163,0,1,0,1.218,377272
1041316,-4.825,-3.371,0.037,0,0,1,1.363,377272
1041317,-12.373,-5.548,1.610,1,0,0,1.729,377273
1041318,-0.003,-2.392,2.409,0,1,0,2.348,377273
1041319,10.072,0.843,0.037,0,0,1,3.048,377273
1041320,12.880,1.985,1.012,1,0,0,3.526,377274
1041321,0.012,-1.004,1.947,0,1,0,4.002,377274
1041322,-8.603,-3.070,0.037,0,0,1,4.422,377274
1041323,-13.569,-4.381,1.293,1,0,0,4.788,377275
1041324,-0.009,-1.243,1.725,0,1,0,5.480,377275
1041325,7.337,0.583,0.037,0,0,1,5.984,377275
1041326,11.387,-0.792,2.852,1,0,0,1.010,377276
1041327,10.843,1.546,0.697,1,0,0,6.474,377277
1041328,0.023,2.126,1.356,0,1,0,1.248,377276
1041329,0.007,-1.268,1.656,0,1,0,6.886,377277
1041330,-7.042,3.877,0.037,0,0,1,1.425,377276
1041331,-8.442,-3.722,0.037,0,0,1,7.305,377277
1041332,-14.160,-5.331,1.207,1,0,0,7.719,377278
1041333,-0.002,-0.608,2.633,0,1,0,8.506,377278
1041334,9.169,3.068,0.037,0,0,1,9.247,377278
1041335,11.189,4.253,1.079,1,0,0,9.732,377279
1041336,0.004,3.791,1.177,0,1,0,10.055,377279
1041337,-7.611,3.579,0.037,0,0,1,10.331,377279
1041338,-16.212,3.353,0.978,1,0,0,10.860,377280
1041339,-0.108,-0.671,1.144,1,0,0,13.817,377281
1041340,-3.842,-0.953,0.037,0,0,1,13.910,377281
1041341,11.392,-1.102,2.895,1,0,0,0.681,377282
1041342,0.006,1.870,1.185,0,1,0,1.026,377282
1041343,-4.165,2.680,0.037,0,0,1,1.177,377282
1041344,-11.111,4.476,1.918,1,0,0,1.590,377283
1041345,-0.004,2.288,2.602,0,1,0,1.973,377283
1041346,14.302,0.357,0.037,0,0,1,2.653,377283
1041347,11.392,1.140,2.935,1,0,0,0.959,377284
1041348,0.025,0.142,1.266,0,1,0,1.191,377284
1041349,-6.555,-0.232,0.037,0,0,1,1.351,377284
1041350,11.386,1.253,2.926,1,0,0,1.090,377285
1041351,0.007,-2.155,1.130,0,1,0,1.316,377285
1041352,-5.480,-3.725,0.037,0,0,1,1.446,377285
1041353,11.381,-0.828,2.905,1,0,0,1.069,377286
1041354,11.383,1.431,2.901,1,0,0,1.089,377287
1041355,0.024,-0.041,1.179,0,1,0,1.283,377286
1041356,0.003,-0.570,1.174,0,1,0,1.427,377287
1041357,-6.313,0.439,0.037,0,0,1,1.426,377286
1041358,-4.445,-1.020,0.037,0,0,1,1.585,377287
1041359,-11.607,-1.970,1.771,1,0,0,2.013,377288
1041360,-0.001,-2.761,1.363,0,1,0,2.485,377288
1041361,5.776,-3.033,0.037,0,0,1,2.777,377288
1041362,13.106,-3.332,0.614,1,0,0,3.456,377289
1041363,0.004,-0.146,2.183,0,1,0,3.958,377289
1041364,-10.473,2.830,0.037,0,0,1,4.500,377289
1041365,-12.155,3.271,0.749,1,0,0,4.640,377290
1041366,11.385,-0.650,2.955,1,0,0,1.025,377291
1041367,0.001,1.714,1.339,0,1,0,1.313,377291
1041368,-6.116,3.361,0.037,0,0,1,1.501,377291
1041369,-11.331,4.893,1.054,1,0,0,1.752,377292
1041370,-0.005,2.963,1.061,0,1,0,2.246,377292
1041371,5.505,2.125,0.037,0,0,1,2.542,377292
1041372,10.744,1.514,0.640,1,0,0,3.012,377293
1041373,0.000,-0.952,1.166,0,1,0,3.555,377293
1041374,-7.054,-2.646,0.037,0,0,1,3.993,377293
1041375,-11.127,-3.691,0.497,1,0,0,4.423,377294
1041376,-0.008,-0.710,1.868,0,1,0,4.853,377294
1041377,9.618,2.447,0.037,0,0,1,5.365,377294
1041378,13.026,3.626,1.199,1,0,0,5.666,377295
1041379,0.007,2.500,1.896,0,1,0,6.320,377295
1041380,-8.911,1.745,0.037,0,0,1,6.899,377295
1041381,-11.780,1.574,0.737,1,0,0,7.246,377296
1041382,-0.004,3.229,1.255,0,1,0,8.318,377296
1041383,2.241,3.661,0.037,0,0,1,8.572,377296
1041384,11.382,-0.874,2.849,1,0,0,0.797,377297
1041385,0.016,-0.208,1.291,0,1,0,1.012,377297
1041386,-7.107,0.255,0.037,0,0,1,1.172,377297
1041387,11.395,-0.949,2.896,1,0,0,0.996,377298
1041388,-11.391,-0.696,2.888,1,0,0,0.711,377299
1041389,11.396,1.233,2.927,1,0,0,1.605,377300
1041390,0.012,0.250,0.912,0,1,0,0.948,377299
1041391,0.001,-1.392,1.166,0,1,0,1.836,377300
1041392,11.873,0.549,0.037,0,0,1,2.129,377299
1041393,-5.798,-2.606,0.037,0,0,1,1.976,377300
1041394,-13.468,-4.027,1.208,1,0,0,2.260,377301
1041395,-0.008,-3.097,1.527,0,1,0,2.791,377301
1041396,7.939,-2.849,0.037,0,0,1,3.199,377301
1041397,11.396,-0.717,2.884,1,0,0,0.400,377302
1041398,0.010,1.413,1.081,0,1,0,0.694,377302
1041399,-4.367,2.531,0.037,0,0,1,0.832,377302
1041400,-11.604,4.423,1.642,1,0,0,1.204,377303
1041401,-0.003,2.178,1.759,0,1,0,1.687,377303
1041402,7.855,0.944,0.037,0,0,1,2.102,377303
1041403,13.180,0.218,1.002,1,0,0,2.608,377304
1041404,0.013,1.441,1.432,0,1,0,3.117,377304
1041405,-6.366,2.136,0.037,0,0,1,3.426,377304
1041406,-12.669,2.871,1.143,1,0,0,3.927,377305
1041407,-0.010,-0.373,1.569,0,1,0,4.377,377305
1041408,8.241,-2.401,0.037,0,0,1,4.762,377305
1041409,13.320,-3.672,1.056,1,0,0,5.205,377306
1041410,0.012,-2.475,2.281,0,1,0,5.766,377306
1041411,-8.935,-1.540,0.037,0,0,1,6.259,377306
1041412,-13.351,-1.034,1.590,1,0,0,6.645,377307
1041413,-0.004,0.986,1.564,0,1,0,7.093,377307
1041414,6.795,1.904,0.037,0,0,1,7.394,377307
1041415,12.598,2.803,1.298,1,0,0,7.834,377308
1041416,0.008,-0.291,1.685,0,1,0,8.414,377308
1041417,-9.487,-2.486,0.037,0,0,1,8.979,377308
1041418,-12.618,-3.122,0.694,1,0,0,9.298,377309
1041419,-0.007,-0.548,1.744,0,1,0,9.761,377309
1041420,-11.385,0.861,2.954,1,0,0,0.776,377310
1041421,8.354,1.484,0.037,0,0,1,10.179,377309
1041422,-0.021,-0.401,1.024,0,1,0,1.025,377310
1041423,4.640,-0.796,0.037,0,0,1,1.145,377310
1041424,-11.383,-0.681,2.892,1,0,0,0.840,377311
1041425,12.817,2.681,1.323,1,0,0,10.546,377312
1041426,0.003,2.418,1.375,0,1,0,11.153,377312
1041427,-0.010,1.984,1.379,0,1,0,1.162,377311
1041428,13.051,-1.288,1.326,1,0,0,1.480,377313
1041429,-7.221,2.395,0.037,0,0,1,11.581,377312
1041430,5.270,3.559,0.037,0,0,1,1.348,377311
1041431,0.008,0.995,2.350,0,1,0,2.156,377313
1041432,-10.081,2.716,0.037,0,0,1,2.854,377313
1041433,-11.698,2.560,0.581,1,0,0,12.036,377314
1041434,10.757,5.037,1.643,1,0,0,1.675,377315
1041435,-0.009,0.236,1.471,0,1,0,12.440,377314
1041436,0.002,1.960,1.632,0,1,0,2.218,377315
1041437,-12.521,3.230,0.939,1,0,0,3.207,377316
1041438,9.770,-1.745,0.037,0,0,1,12.890,377314
1041439,-7.352,-0.453,0.037,0,0,1,2.688,377315
1041440,-0.006,-0.291,1.361,0,1,0,3.644,377316
1041441,7.702,-2.346,0.037,0,0,1,3.989,377316
1041442,13.414,-2.573,0.854,1,0,0,13.182,377317
1041443,-11.117,-1.842,0.799,1,0,0,3.122,377318
1041444,0.003,-1.046,1.378,0,1,0,13.623,377317
1041445,-0.011,-2.430,1.573,0,1,0,3.493,377318
1041446,13.064,-3.817,1.033,1,0,0,4.406,377319
1041447,-8.037,0.035,0.037,0,0,1,13.965,377317
1041448,9.442,-2.821,0.037,0,0,1,3.902,377318
1041449,0.004,-0.937,1.533,0,1,0,4.903,377319
1041450,-6.868,0.661,0.037,0,0,1,5.240,377319
1041451,-12.842,0.745,1.062,1,0,0,14.303,377320
1041452,14.673,-2.953,1.177,1,0,0,4.280,377321
1041453,-0.004,-1.745,1.323,0,1,0,14.749,377320
1041454,0.005,0.313,2.024,0,1,0,4.843,377321
1041455,-12.462,2.026,1.411,1,0,0,5.717,377322
1041456,6.566,-2.990,0.037,0,0,1,15.047,377320
1041457,-9.634,2.334,0.037,0,0,1,5.334,377321
1041458,-0.011,-0.897,1.251,0,1,0,6.119,377322
1041459,7.075,-2.363,0.037,0,0,1,6.408,377322
1041460,13.108,-4.012,1.043,1,0,0,15.565,377323
1041461,-12.718,2.923,1.123,1,0,0,5.633,377324
1041462,0.008,-0.910,1.261,0,1,0,16.107,377323
1041463,0.000,2.605,1.614,0,1,0,6.085,377324
1041464,13.208,-3.580,0.906,1,0,0,6.817,377325
1041465,-5.247,0.422,0.037,0,0,1,16.378,377323
1041466,9.180,2.540,0.037,0,0,1,6.509,377324
1041467,0.012,-2.019,1.629,0,1,0,7.270,377325
1041468,-8.253,-0.941,0.037,0,0,1,7.643,377325
1041469,-12.353,2.251,1.059,1,0,0,17.008,377326
1041470,13.278,2.483,0.966,1,0,0,6.829,377327
1041471,0.000,0.982,1.439,0,1,0,7.453,377327
1041472,-0.009,1.718,1.475,0,1,0,17.440,377326
1041473,-12.616,-0.264,1.275,1,0,0,7.971,377328
1041474,8.147,1.633,0.037,0,0,1,17.815,377326
1041475,-8.144,-0.088,0.037,0,0,1,7.955,377327
1041476,-0.012,0.934,1.601,0,1,0,8.391,377328
1041477,8.132,1.756,0.037,0,0,1,8.745,377328
1041478,-12.285,-0.662,0.615,1,0,0,8.399,377330
1041479,13.248,1.431,1.080,1,0,0,18.245,377329
1041480,-0.002,1.175,1.349,0,1,0,8.835,377330
1041481,0.011,2.289,1.193,0,1,0,18.844,377329
1041482,12.798,2.302,1.226,1,0,0,9.096,377331
1041483,6.892,2.334,0.037,0,0,1,9.154,377330
1041484,-7.030,2.892,0.037,0,0,1,19.247,377329
1041485,0.014,-0.090,1.117,0,1,0,9.521,377331
1041486,-6.201,-1.120,0.037,0,0,1,9.779,377331
1041487,-11.850,3.445,0.497,1,0,0,19.697,377332
1041488,13.057,3.455,1.272,1,0,0,9.605,377333
1041489,-0.010,2.462,1.232,0,1,0,20.244,377332
1041490,0.003,-0.576,1.023,0,1,0,10.079,377333
1041491,-12.650,-2.155,0.975,1,0,0,10.203,377334
1041492,9.181,2.128,0.037,0,0,1,20.820,377332
1041493,-4.769,-1.991,0.037,0,0,1,10.295,377333
1041494,-0.002,-3.508,1.553,0,1,0,10.629,377334
1041495,8.519,-4.344,0.037,0,0,1,11.004,377334
1041496,11.773,2.225,0.482,1,0,0,21.108,377336
1041497,-12.675,-4.400,0.718,1,0,0,10.900,377335
1041498,-0.006,-1.250,1.384,0,1,0,11.318,377335
1041499,7.829,0.775,0.037,0,0,1,11.659,377335
1041500,12.868,2.116,1.153,1,0,0,12.033,377337
1041501,0.004,1.826,1.578,0,1,0,12.596,377337
1041502,-9.946,1.912,0.037,0,0,1,13.180,377337
1041503,-12.690,2.101,0.655,1,0,0,13.460,377338
1041504,-0.002,-0.182,1.109,0,1,0,13.907,377338
1041505,6.508,-1.416,0.037,0,0,1,14.200,377338
1041506,12.928,-2.765,0.829,1,0,0,14.690,377339
1041507,0.002,0.611,1.687,0,1,0,15.146,377339
1041508,-8.308,3.061,0.037,0,0,1,15.540,377339
1041509,-12.771,4.294,1.367,1,0,0,15.887,377340
1041510,-0.007,0.138,1.245,0,1,0,16.342,377340
1041511,6.778,-2.035,0.037,0,0,1,16.649,377340
1041512,11.873,-3.755,0.858,1,0,0,17.034,377341
1041513,0.013,-3.523,1.265,0,1,0,17.440,377341
1041514,-7.228,-3.518,0.037,0,0,1,17.755,377341
1041515,-14.634,-3.314,0.791,1,0,0,18.295,377342
1041516,-0.009,-2.655,1.734,0,1,0,18.831,377342
1041517,8.103,-2.031,0.037,0,0,1,19.230,377342
1041518,-11.387,-0.822,2.901,1,0,0,0.857,377343
1041519,-11.392,-0.605,2.908,1,0,0,1.042,377344
1041520,-0.008,1.838,1.376,0,1,0,1.337,377344
1041521,5.784,3.417,0.037,0,0,1,1.523,377344
1041522,10.393,4.697,1.169,1,0,0,1.764,377345
1041523,-11.385,1.020,2.872,1,0,0,0.949,377346
1041524,-0.008,-0.815,1.475,0,1,0,1.246,377346
1041525,6.221,-1.443,0.037,0,0,1,1.447,377346
1041526,11.513,-2.148,1.344,1,0,0,1.731,377347
1041527,0.005,-0.463,2.050,0,1,0,2.289,377347
1041528,-11.194,1.163,0.037,0,0,1,3.010,377347
1041529,-13.977,1.596,0.776,1,0,0,3.365,377348
1041530,-0.009,-1.357,1.669,0,1,0,3.819,377348
1041531,8.866,-3.059,0.037,0,0,1,4.207,377348
1041532,12.827,-3.825,1.189,1,0,0,4.506,377349
1041533,0.011,-0.185,1.786,0,1,0,5.003,377349
1041534,-8.035,2.184,0.037,0,0,1,5.408,377349
1041535,-12.220,3.401,1.298,1,0,0,5.780,377350
1041536,-0.009,2.240,1.365,0,1,0,6.162,377350
1041537,8.925,1.705,0.037,0,0,1,6.522,377350
1041538,13.766,1.462,0.892,1,0,0,6.849,377351
1041539,0.009,0.391,1.198,0,1,0,7.493,377351
1041540,-6.663,-0.143,0.037,0,0,1,7.892,377351
1041541,-10.467,-0.485,0.595,1,0,0,8.265,377352
1041542,-0.011,-2.040,1.320,0,1,0,8.620,377352
1041543,8.542,-3.103,0.037,0,0,1,8.993,377352
1041544,14.401,-3.503,1.173,1,0,0,9.432,377353
1041545,0.000,-1.828,2.238,0,1,0,10.069,377353
1041546,-8.461,-1.019,0.037,0,0,1,10.561,377353
1041547,-12.268,-0.415,1.475,1,0,0,10.978,377354
1041548,-0.003,1.753,1.472,0,1,0,11.322,377354
1041549,9.117,3.261,0.037,0,0,1,11.655,377354
1041550,14.054,4.080,0.968,1,0,0,11.961,377355
1041551,0.003,0.342,2.594,0,1,0,12.654,377355
1041552,-12.364,-2.921,0.037,0,0,1,13.527,377355
1041553,-11.386,0.843,2.900,1,0,0,0.671,377356
1041554,-11.379,-1.170,2.891,1,0,0,1.067,377357
1041555,-0.024,0.049,1.033,0,1,0,1.300,377357
1041556,4.735,0.427,0.037,0,0,1,1.418,377357
1041557,13.656,0.951,1.306,1,0,0,1.765,377358
1041558,0.006,2.529,1.729,0,1,0,2.434,377358
1041559,-6.218,3.196,0.037,0,0,1,2.811,377358
1041560,-11.385,-0.871,2.931,1,0,0,0.600,377359
1041561,-11.393,0.858,2.887,1,0,0,1.241,377360
1041562,-11.382,-0.620,2.836,1,0,0,0.722,377361
1041563,-0.018,-1.865,1.184,0,1,0,1.488,377360
1041564,-0.008,0.169,1.170,0,1,0,1.013,377361
1041565,5.589,-3.445,0.037,0,0,1,1.639,377360
1041566,4.734,0.732,0.037,0,0,1,1.160,377361
1041567,12.588,-5.596,1.321,1,0,0,1.948,377362
1041568,11.502,1.527,1.640,1,0,0,1.500,377363
1041569,0.002,-1.149,1.205,0,1,0,2.394,377362
1041570,0.009,0.580,1.704,0,1,0,1.976,377363
1041571,-7.026,1.354,0.037,0,0,1,2.708,377362
1041572,-7.997,-0.171,0.037,0,0,1,2.394,377363
1041573,-12.194,-0.598,1.057,1,0,0,2.795,377364
1041574,-0.008,-2.046,1.137,0,1,0,3.173,377364
1041575,6.804,-2.827,0.037,0,0,1,3.438,377364
1041576,14.134,-3.533,0.860,1,0,0,3.905,377365
1041577,0.014,0.409,3.253,0,1,0,4.442,377365
1041578,-15.748,5.338,0.037,0,0,1,5.315,377365
1041579,-11.394,-1.497,2.946,1,0,0,0.850,377366
1041580,-0.001,2.280,1.155,0,1,0,1.145,377366
1041581,4.755,3.601,0.037,0,0,1,1.292,377366
1041582,10.839,5.230,1.513,1,0,0,1.604,377367
1041583,0.007,2.418,2.795,0,1,0,2.089,377367
1041584,-13.177,-0.493,0.037,0,0,1,2.862,377367
1041585,0.381,1.613,1.002,1,0,0,1.450,377368
1041586,-11.381,0.833,3.204,1,0,0,-0.414,377369
1041587,-0.016,-1.165,1.220,0,1,0,-0.142,377369
1041588,5.453,-2.337,0.037,0,0,1,0.012,377369
1041589,11.855,-3.820,1.359,1,0,0,0.305,377370
1041590,-5.572,-0.645,1.498,1,0,0,1.263,377371
1041591,-0.013,0.113,1.195,0,1,0,1.487,377371
1041592,7.035,1.148,0.037,0,0,1,1.817,377371
1041593,12.857,2.130,0.569,1,0,0,2.262,377372
1041594,-0.920,-0.301,5.973,0,1,0,3.450,377372
1041595,-11.138,-2.077,0.037,0,0,1,4.495,377372
1041596,-14.628,-2.317,1.688,1,0,0,5.593,377373
1041597,6.472,2.732,0.401,1,0,0,6.362,377374
1041598,0.001,1.399,2.863,0,1,0,6.908,377374
1041599,-9.710,-0.767,0.037,0,0,1,7.923,377374
1041600,-11.383,-1.421,2.899,1,0,0,0.996,377375
1041601,-13.669,-0.976,1.582,1,0,0,8.405,377376
1041602,-0.009,0.413,1.369,0,1,0,1.306,377375
1041603,5.604,0.919,0.037,0,0,1,1.495,377375
1041604,3.757,-2.815,0.537,1,0,0,8.976,377377
1041605,16.779,1.510,1.603,1,0,0,2.177,377378
1041606,-8.898,-0.084,0.762,1,0,0,9.948,377379
1041607,0.001,1.217,1.961,0,1,0,2.808,377378
1041608,-0.003,1.479,1.615,0,1,0,10.405,377379
1041609,-8.415,1.079,0.037,0,0,1,3.228,377378
1041610,8.545,3.319,0.037,0,0,1,10.952,377379
1041611,-12.434,1.129,1.232,1,0,0,3.612,377380
1041612,-0.009,2.070,1.229,0,1,0,4.006,377380
1041613,6.951,2.613,0.037,0,0,1,4.288,377380
1041614,14.603,3.058,0.976,1,0,0,4.839,377381
1041615,0.003,-0.230,1.484,0,1,0,5.362,377381
1041616,-6.560,-1.825,0.037,0,0,1,5.671,377381
1041617,-11.394,0.844,0.742,1,0,0,1.043,377382
1041618,-0.015,0.665,0.942,0,1,0,1.420,377382
1041619,-11.336,-3.031,1.364,1,0,0,6.040,377383
1041620,5.930,0.617,0.037,0,0,1,1.659,377382
1041621,-0.002,-2.638,1.564,0,1,0,6.960,377383
1041622,3.405,-2.582,0.037,0,0,1,7.304,377383
1041623,8.320,-2.689,0.052,1,0,0,7.863,377384
1041624,0.003,-3.201,1.409,0,1,0,8.266,377384
1041625,-10.259,-3.935,0.037,0,0,1,8.899,377384
1041626,-11.396,0.797,2.879,1,0,0,1.303,377385
1041627,-0.010,0.397,1.325,0,1,0,1.518,377385
1041628,7.289,0.103,0.037,0,0,1,1.686,377385
1041629,-11.392,-1.285,2.880,1,0,0,0.887,377386
1041630,11.385,0.844,2.891,1,0,0,1.122,377387
1041631,0.011,-2.283,1.316,0,1,0,1.405,377387
1041632,-5.958,-4.239,0.037,0,0,1,1.588,377387
1041633,-11.389,0.776,2.921,1,0,0,0.609,377388
1041634,0.032,-1.247,0.953,0,1,0,0.883,377388
