id,playerName,playerNumber,speed,shotType,spin,spinRpm,pointId,isServe,distance,result
377220,DJOKOVIC,ATPD643,120.37,NOT LOGGED,NOSPIN,0.00,109246,1,NULL,NULL
377221,DJOKOVIC,ATPD643,92.08,NOT LOGGED,NOSPIN,0.00,109247,1,NULL,NULL
377222,F.LOPEZ,ATPL397,55.43,NOT LOGGED,BACKSPIN,2375.07,109247,0,NULL,NULL
377223,DJOKOVIC,ATPD643,79.75,FOREHAND,TOPSPIN,3112.32,109247,0,NULL,NULL
377224,DJOKOVIC,ATPD643,98.21,NOT LOGGED,NOSPIN,0.00,109248,1,NULL,NULL
377225,F.LOPEZ,ATPL397,69.98,FOREHAND,TOPSPIN,2027.86,109247,0,NULL,NULL
377226,F.LOPEZ,ATPL397,53.60,BACKHAND,BACKSPIN,1916.75,109248,0,NULL,NULL
377227,DJOKOVIC,ATPD643,63.28,BACKHAND,TOPSPIN,2182.62,109247,0,NULL,NULL
377228,DJOKOVIC,ATPD643,76.81,FOREHAND,TOPSPIN,3296.20,109248,0,NULL,NULL
377229,F.LOPEZ,ATPL397,59.63,BACKHAND,BACKSPIN,2565.29,109247,0,NULL,NULL
377230,F.LOPEZ,ATPL397,51.70,BACKHAND,BACKSPIN,2764.35,109248,0,NULL,NULL
377231,DJOKOVIC,ATPD643,80.14,FOREHAND,TOPSPIN,3308.27,109247,0,NULL,NULL
377232,DJOKOVIC,ATPD643,80.79,FOREHAND,TOPSPIN,3623.77,109248,0,NULL,NULL
377234,F.LOPEZ,ATPL397,66.91,FOREHAND,TOPSPIN,2095.13,109247,0,NULL,NULL
377235,F.LOPEZ,ATPL397,75.98,FOREHAND,TOPSPIN,2159.19,109248,0,NULL,NULL
377236,DJOKOVIC,ATPD643,74.95,BACKHAND,TOPSPIN,2178.43,109247,0,NULL,NULL
377237,DJOKOVIC,ATPD643,76.39,FOREHAND,TOPSPIN,3386.41,109248,0,NULL,NULL
377238,F.LOPEZ,ATPL397,70.74,FOREHAND,TOPSPIN,2866.08,109247,0,NULL,NULL
377239,F.LOPEZ,ATPL397,74.90,BACKHAND,TOPSPIN,1984.52,109248,0,NULL,NULL
377240,DJOKOVIC,ATPD643,76.17,BACKHAND,TOPSPIN,1407.77,109247,0,NULL,NULL
377241,DJOKOVIC,ATPD643,115.51,NOT LOGGED,NOSPIN,0.00,109250,1,NULL,NULL
377242,DJOKOVIC,ATPD643,92.67,NOT LOGGED,NOSPIN,0.00,109251,1,NULL,NULL
377243,F.LOPEZ,ATPL397,56.54,BACKHAND,TOPSPIN,1064.28,109251,0,NULL,NULL
377245,DJOKOVIC,ATPD643,73.65,BACKHAND,TOPSPIN,1517.37,109251,0,NULL,NULL
377247,F.LOPEZ,ATPL397,54.90,BACKHAND,BACKSPIN,2365.32,109251,0,NULL,NULL
377249,DJOKOVIC,ATPD643,75.72,BACKHAND,TOPSPIN,2604.88,109251,0,NULL,NULL
377250,F.LOPEZ,ATPL397,78.30,FOREHAND,TOPSPIN,2500.56,109251,0,NULL,NULL
377251,DJOKOVIC,ATPD643,79.27,BACKHAND,TOPSPIN,2054.04,109251,0,NULL,NULL
377252,DJOKOVIC,ATPD643,123.89,NOT LOGGED,NOSPIN,0.00,109253,1,NULL,NULL
377253,DJOKOVIC,ATPD643,121.57,NOT LOGGED,NOSPIN,0.00,109254,1,NULL,NULL
377254,DJOKOVIC,ATPD643,109.54,NOT LOGGED,NOSPIN,0.00,109255,1,NULL,NULL
377255,F.LOPEZ,ATPL397,47.94,FOREHAND,BACKSPIN,1140.19,109255,0,NULL,NULL
377256,DJOKOVIC,ATPD643,87.67,FOREHAND,TOPSPIN,2403.45,109255,0,NULL,NULL
377257,DJOKOVIC,ATPD643,94.55,NOT LOGGED,NOSPIN,0.00,109256,1,NULL,NULL
377258,F.LOPEZ,ATPL397,57.05,BACKHAND,BACKSPIN,2599.31,109255,0,NULL,NULL
377259,F.LOPEZ,ATPL397,57.11,BACKHAND,BACKSPIN,3287.09,109256,0,NULL,NULL
377260,DJOKOVIC,ATPD643,64.15,FOREHAND,TOPSPIN,3200.74,109255,0,NULL,NULL
377261,DJOKOVIC,ATPD643,66.67,FOREHAND,TOPSPIN,2801.01,109256,0,NULL,NULL
377262,F.LOPEZ,ATPL397,91.70,FOREHAND,TOPSPIN,1999.25,109255,0,NULL,NULL
377263,F.LOPEZ,ATPL397,64.19,FOREHAND,TOPSPIN,2637.26,109256,0,NULL,NULL
377264,DJOKOVIC,ATPD643,68.17,BACKHAND,TOPSPIN,2087.77,109256,0,NULL,NULL
377265,F.LOPEZ,ATPL397,74.82,FOREHAND,TOPSPIN,2102.79,109256,0,NULL,NULL
377266,DJOKOVIC,ATPD643,65.17,BACKHAND,TOPSPIN,2095.19,109256,0,NULL,NULL
377267,F.LOPEZ,ATPL397,59.39,BACKHAND,BACKSPIN,3016.81,109256,0,NULL,NULL
377268,DJOKOVIC,ATPD643,120.80,NOT LOGGED,NOSPIN,0.00,109257,1,NULL,NULL
377269,F.LOPEZ,ATPL397,49.12,FOREHAND,BACKSPIN,1898.50,109257,0,NULL,NULL
377270,DJOKOVIC,ATPD643,76.63,FOREHAND,TOPSPIN,3777.04,109257,0,NULL,NULL
377271,F.LOPEZ,ATPL397,76.12,BACKHAND,TOPSPIN,2096.78,109257,0,NULL,NULL
377272,DJOKOVIC,ATPD643,106.39,NOT LOGGED,NOSPIN,0.00,109258,1,NULL,NULL
377273,F.LOPEZ,ATPL397,54.54,BACKHAND,BACKSPIN,2242.67,109258,0,NULL,NULL
377274,DJOKOVIC,ATPD643,73.67,FOREHAND,TOPSPIN,3408.98,109258,0,NULL,NULL
377275,F.LOPEZ,ATPL397,54.53,BACKHAND,BACKSPIN,2428.20,109258,0,NULL,NULL
377276,DJOKOVIC,ATPD643,121.42,NOT LOGGED,NOSPIN,0.00,109259,1,NULL,NULL
377277,DJOKOVIC,ATPD643,70.93,FOREHAND,TOPSPIN,3400.38,109258,0,NULL,NULL
377278,F.LOPEZ,ATPL397,52.74,BACKHAND,BACKSPIN,2469.31,109258,0,NULL,NULL
377279,DJOKOVIC,ATPD643,88.80,FOREHAND,TOPSPIN,3146.11,109258,0,NULL,NULL
377280,F.LOPEZ,ATPL397,47.30,FOREHAND,TOPSPIN,2408.67,109258,0,NULL,NULL
377281,DJOKOVIC,ATPD643,95.73,FOREHAND,BACKSPIN,3714.75,109258,0,NULL,NULL
377282,DJOKOVIC,ATPD643,87.41,NOT LOGGED,NOSPIN,0.00,109260,1,NULL,NULL
377283,F.LOPEZ,ATPL397,75.78,NOT LOGGED,TOPSPIN,1660.48,109260,0,NULL,NULL
377284,F.LOPEZ,ATPL397,121.88,NOT LOGGED,NOSPIN,0.00,109261,1,NULL,NULL
377285,F.LOPEZ,ATPL397,130.41,NOT LOGGED,NOSPIN,0.00,109262,1,NULL,NULL
377286,F.LOPEZ,ATPL397,131.36,NOT LOGGED,NOSPIN,0.00,109263,1,NULL,NULL
377287,F.LOPEZ,ATPL397,87.07,NOT LOGGED,NOSPIN,0.00,109264,1,NULL,NULL
377288,DJOKOVIC,ATPD643,63.54,BACKHAND,TOPSPIN,1091.15,109264,0,NULL,NULL
377289,F.LOPEZ,ATPL397,71.54,FOREHAND,TOPSPIN,2898.08,109264,0,NULL,NULL
377290,DJOKOVIC,ATPD643,73.26,BACKHAND,TOPSPIN,1260.14,109264,0,NULL,NULL
377291,F.LOPEZ,ATPL397,100.65,NOT LOGGED,NOSPIN,0.00,109265,1,NULL,NULL
377292,DJOKOVIC,ATPD643,59.96,BACKHAND,TOPSPIN,753.89,109265,0,NULL,NULL
377293,F.LOPEZ,ATPL397,52.03,BACKHAND,BACKSPIN,2236.15,109265,0,NULL,NULL
377294,DJOKOVIC,ATPD643,70.86,FOREHAND,TOPSPIN,3143.72,109265,0,NULL,NULL
377295,F.LOPEZ,ATPL397,52.82,BACKHAND,BACKSPIN,2483.94,109265,0,NULL,NULL
377296,DJOKOVIC,ATPD643,100.67,BACKHAND,BACKSPIN,1468.59,109265,0,NULL,NULL
377297,F.LOPEZ,ATPL397,130.23,NOT LOGGED,NOSPIN,0.00,109266,1,NULL,NULL
377298,F.LOPEZ,ATPL397,134.95,NOT LOGGED,NOSPIN,0.00,109267,1,NULL,NULL
377299,DJOKOVIC,ATPD643,121.94,NOT LOGGED,NOSPIN,0.00,109268,1,NULL,NULL
377300,F.LOPEZ,ATPL397,125.58,NOT LOGGED,NOSPIN,0.00,109269,1,NULL,NULL
377301,DJOKOVIC,ATPD643,67.33,FOREHAND,TOPSPIN,1112.18,109269,0,NULL,NULL
377302,F.LOPEZ,ATPL397,100.04,NOT LOGGED,NOSPIN,0.00,109270,1,NULL,NULL
377303,DJOKOVIC,ATPD643,63.54,BACKHAND,TOPSPIN,1376.52,109270,0,NULL,NULL
377304,F.LOPEZ,ATPL397,68.26,FOREHAND,TOPSPIN,2590.44,109270,0,NULL,NULL
377305,DJOKOVIC,ATPD643,76.44,BACKHAND,TOPSPIN,2146.06,109270,0,NULL,NULL
377306,F.LOPEZ,ATPL397,63.40,FOREHAND,TOPSPIN,2614.83,109270,0,NULL,NULL
377307,DJOKOVIC,ATPD643,80.52,FOREHAND,TOPSPIN,2899.51,109270,0,NULL,NULL
377308,F.LOPEZ,ATPL397,58.24,BACKHAND,BACKSPIN,3056.88,109270,0,NULL,NULL
377309,DJOKOVIC,ATPD643,74.85,FOREHAND,TOPSPIN,3320.64,109270,0,NULL,NULL
377310,DJOKOVIC,ATPD643,114.70,NOT LOGGED,NOSPIN,0.00,109271,1,NULL,NULL
377311,DJOKOVIC,ATPD643,92.01,NOT LOGGED,NOSPIN,0.00,109272,1,NULL,NULL
377312,F.LOPEZ,ATPL397,55.24,BACKHAND,BACKSPIN,3056.88,109270,0,NULL,NULL
377313,F.LOPEZ,ATPL397,52.37,BACKHAND,BACKSPIN,2199.11,109271,0,NULL,NULL
377314,DJOKOVIC,ATPD643,77.07,BACKHAND,TOPSPIN,2508.81,109270,0,NULL,NULL
377315,F.LOPEZ,ATPL397,52.87,BACKHAND,BACKSPIN,2704.64,109272,0,NULL,NULL
377316,DJOKOVIC,ATPD643,77.87,BACKHAND,TOPSPIN,2361.44,109271,0,NULL,NULL
377317,F.LOPEZ,ATPL397,80.63,FOREHAND,TOPSPIN,2549.52,109270,0,NULL,NULL
377318,DJOKOVIC,ATPD643,77.30,FOREHAND,TOPSPIN,3312.88,109272,0,NULL,NULL
377319,F.LOPEZ,ATPL397,71.32,FOREHAND,TOPSPIN,2730.50,109271,0,NULL,NULL
377320,DJOKOVIC,ATPD643,78.36,FOREHAND,TOPSPIN,2694.63,109270,0,NULL,NULL
377321,F.LOPEZ,ATPL397,71.51,FOREHAND,TOPSPIN,1829.74,109272,0,NULL,NULL
377322,DJOKOVIC,ATPD643,82.44,BACKHAND,TOPSPIN,1711.88,109271,0,NULL,NULL
377323,F.LOPEZ,ATPL397,65.41,FOREHAND,TOPSPIN,2141.55,109270,0,NULL,NULL
377324,DJOKOVIC,ATPD643,73.55,BACKHAND,TOPSPIN,1810.27,109272,0,NULL,NULL
377325,F.LOPEZ,ATPL397,77.86,FOREHAND,TOPSPIN,3140.22,109271,0,NULL,NULL
377326,DJOKOVIC,ATPD643,75.05,BACKHAND,TOPSPIN,2301.82,109270,0,NULL,NULL
377327,F.LOPEZ,ATPL397,57.19,BACKHAND,BACKSPIN,3245.68,109272,0,NULL,NULL
377328,DJOKOVIC,ATPD643,79.15,FOREHAND,TOPSPIN,2849.31,109271,0,NULL,NULL
377329,F.LOPEZ,ATPL397,58.25,BACKHAND,BACKSPIN,3147.65,109270,0,NULL,NULL
377330,DJOKOVIC,ATPD643,75.60,FOREHAND,TOPSPIN,3680.45,109272,0,NULL,NULL
377331,F.LOPEZ,ATPL397,79.31,BACKHAND,TOPSPIN,1651.75,109271,0,NULL,NULL
377332,DJOKOVIC,ATPD643,57.82,BACKHAND,BACKSPIN,3247.03,109270,0,NULL,NULL
377333,F.LOPEZ,ATPL397,76.35,BACKHAND,TOPSPIN,2050.30,109272,0,NULL,NULL
377334,DJOKOVIC,ATPD643,78.82,FOREHAND,TOPSPIN,2943.47,109271,0,NULL,NULL
377335,DJOKOVIC,ATPD643,83.37,FOREHAND,TOPSPIN,3296.86,109272,0,NULL,NULL
377336,F.LOPEZ,ATPL397,59.42,BACKHAND,BACKSPIN,2020.91,109270,0,NULL,NULL
377337,F.LOPEZ,ATPL397,60.54,BACKHAND,BACKSPIN,3562.30,109272,0,NULL,NULL
377338,DJOKOVIC,ATPD643,75.88,BACKHAND,TOPSPIN,2391.90,109272,0,NULL,NULL
377339,F.LOPEZ,ATPL397,77.95,FOREHAND,TOPSPIN,3149.76,109272,0,NULL,NULL
377340,DJOKOVIC,ATPD643,77.56,BACKHAND,TOPSPIN,1329.85,109272,0,NULL,NULL
377341,F.LOPEZ,ATPL397,75.68,FOREHAND,TOPSPIN,2891.19,109272,0,NULL,NULL
377342,DJOKOVIC,ATPD643,74.15,FOREHAND,TOPSPIN,2780.71,109272,0,NULL,NULL
377343,DJOKOVIC,ATPD643,110.82,NOT LOGGED,NOSPIN,0.00,109273,1,NULL,NULL
377344,DJOKOVIC,ATPD643,99.71,NOT LOGGED,NOSPIN,0.00,109274,1,NULL,NULL
377345,F.LOPEZ,ATPL397,54.80,BACKHAND,BACKSPIN,3606.43,109274,0,NULL,NULL
377346,DJOKOVIC,ATPD643,98.10,NOT LOGGED,NOSPIN,0.00,109275,1,NULL,NULL
377347,F.LOPEZ,ATPL397,54.09,BACKHAND,BACKSPIN,2913.39,109275,0,NULL,NULL
377348,DJOKOVIC,ATPD643,84.49,FOREHAND,TOPSPIN,3426.59,109275,0,NULL,NULL
377349,F.LOPEZ,ATPL397,70.68,FOREHAND,TOPSPIN,2247.34,109275,0,NULL,NULL
377350,DJOKOVIC,ATPD643,82.94,BACKHAND,TOPSPIN,1738.06,109275,0,NULL,NULL
377351,F.LOPEZ,ATPL397,56.87,BACKHAND,BACKSPIN,2646.88,109275,0,NULL,NULL
377352,DJOKOVIC,ATPD643,76.39,FOREHAND,TOPSPIN,3340.01,109275,0,NULL,NULL
377353,F.LOPEZ,ATPL397,61.23,FOREHAND,TOPSPIN,1859.27,109275,0,NULL,NULL
377354,DJOKOVIC,ATPD643,93.80,FOREHAND,TOPSPIN,2595.76,109275,0,NULL,NULL
377355,F.LOPEZ,ATPL397,57.86,BACKHAND,BACKSPIN,2458.67,109275,0,NULL,NULL
377356,DJOKOVIC,ATPD643,110.90,NOT LOGGED,NOSPIN,0.00,109276,1,NULL,NULL
377357,F.LOPEZ,ATPL397,122.88,NOT LOGGED,NOSPIN,0.00,109277,1,NULL,NULL
377358,DJOKOVIC,ATPD643,53.94,BACKHAND,TOPSPIN,1355.82,109277,0,NULL,NULL
377359,DJOKOVIC,ATPD643,118.06,NOT LOGGED,NOSPIN,0.00,109278,1,NULL,NULL
377360,F.LOPEZ,ATPL397,118.73,NOT LOGGED,NOSPIN,0.00,109279,1,NULL,NULL
377361,DJOKOVIC,ATPD643,99.17,NOT LOGGED,NOSPIN,0.00,109280,1,NULL,NULL
377362,DJOKOVIC,ATPD643,77.98,BACKHAND,TOPSPIN,1076.61,109279,0,NULL,NULL
377363,F.LOPEZ,ATPL397,62.00,FOREHAND,TOPSPIN,1062.31,109280,0,NULL,NULL
377364,DJOKOVIC,ATPD643,83.39,FOREHAND,TOPSPIN,2591.80,109280,0,NULL,NULL
377365,F.LOPEZ,ATPL397,74.18,FOREHAND,TOPSPIN,2269.10,109280,0,NULL,NULL
377366,F.LOPEZ,ATPL397,102.27,NOT LOGGED,NOSPIN,0.00,109281,1,NULL,NULL
377367,DJOKOVIC,ATPD643,59.44,FOREHAND,TOPSPIN,1326.09,109281,0,NULL,NULL
377368,DJOKOVIC,ATPD643,100.67,NOT LOGGED,NOSPIN,0.00,109282,1,NULL,NULL
377369,F.LOPEZ,ATPL397,104.75,NOT LOGGED,NOSPIN,0.00,109283,1,NULL,NULL
377370,DJOKOVIC,ATPD643,51.99,NOT LOGGED,NOSPIN,0.00,109283,0,NULL,NULL
377371,F.LOPEZ,ATPL397,59.49,NOT LOGGED,BACKSPIN,1796.97,109283,0,NULL,NULL
377372,DJOKOVIC,ATPD643,100.66,FOREHAND,TOPSPIN,1526.09,109283,0,NULL,NULL
377373,F.LOPEZ,ATPL397,81.31,FOREHAND,NOSPIN,0.00,109283,0,NULL,NULL
377374,DJOKOVIC,ATPD643,100.67,FOREHAND,TOPSPIN,949.56,109283,0,NULL,NULL
377375,F.LOPEZ,ATPL397,95.03,NOT LOGGED,NOSPIN,0.00,109284,1,NULL,NULL
377376,F.LOPEZ,ATPL397,83.57,FOREHAND,NOSPIN,0.00,109283,0,NULL,NULL
377377,DJOKOVIC,ATPD643,100.66,BACKHAND,NOSPIN,0.00,109283,0,NULL,NULL
377378,DJOKOVIC,ATPD643,71.65,BACKHAND,TOPSPIN,1312.99,109284,0,NULL,NULL
377379,F.LOPEZ,ATPL397,49.68,FOREHAND,TOPSPIN,1004.12,109283,0,NULL,NULL
377380,F.LOPEZ,ATPL397,82.17,FOREHAND,TOPSPIN,2451.56,109284,0,NULL,NULL
377381,DJOKOVIC,ATPD643,77.07,FOREHAND,TOPSPIN,3222.76,109284,0,NULL,NULL
377382,F.LOPEZ,ATPL397,75.24,NOT LOGGED,NOSPIN,0.00,109285,1,NULL,NULL
377383,F.LOPEZ,ATPL397,100.67,BACKHAND,BACKSPIN,1909.45,109284,0,NULL,NULL
377384,DJOKOVIC,ATPD643,53.14,BACKHAND,TOPSPIN,1022.76,109284,0,NULL,NULL
377385,F.LOPEZ,ATPL397,131.01,NOT LOGGED,NOSPIN,0.00,109286,1,NULL,NULL
377386,F.LOPEZ,ATPL397,127.33,NOT LOGGED,NOSPIN,0.00,109287,1,NULL,NULL
377387,DJOKOVIC,ATPD643,105.47,NOT LOGGED,NOSPIN,0.00,109288,1,NULL,NULL
377388,F.LOPEZ,ATPL397,107.80,NOT LOGGED,NOSPIN,0.00,109289,1,NULL,NULL
377389,DJOKOVIC,ATPD643,94.55,NOT LOGGED,NOSPIN,0.00,109290,1,NULL,NULL
377390,DJOKOVIC,ATPD643,89.70,NOT LOGGED,NOSPIN,0.00,109291,1,NULL,NULL
377391,F.LOPEZ,ATPL397,49.15,FOREHAND,TOPSPIN,1171.63,109291,0,NULL,NULL
377392,DJOKOVIC,ATPD643,90.21,NOT LOGGED,NOSPIN,0.00,109292,1,NULL,NULL
377393,DJOKOVIC,ATPD643,122.02,NOT LOGGED,NOSPIN,0.00,109293,1,NULL,NULL
377394,F.LOPEZ,ATPL397,58.56,FOREHAND,TOPSPIN,1348.12,109292,0,NULL,NULL
377395,DJOKOVIC,ATPD643,92.46,FOREHAND,TOPSPIN,1804.97,109292,0,NULL,NULL
377396,DJOKOVIC,ATPD643,105.39,NOT LOGGED,NOSPIN,0.00,109294,1,NULL,NULL
377397,F.LOPEZ,ATPL397,55.90,FOREHAND,TOPSPIN,1435.60,109292,0,NULL,NULL
377398,F.LOPEZ,ATPL397,54.03,BACKHAND,BACKSPIN,1867.15,109294,0,NULL,NULL
377399,DJOKOVIC,ATPD643,70.49,BACKHAND,TOPSPIN,1511.30,109292,0,NULL,NULL
377400,DJOKOVIC,ATPD643,78.51,FOREHAND,TOPSPIN,2685.10,109294,0,NULL,NULL
377401,F.LOPEZ,ATPL397,45.39,FOREHAND,TOPSPIN,1061.64,109292,0,NULL,NULL
377402,F.LOPEZ,ATPL397,76.21,BACKHAND,TOPSPIN,1598.51,109294,0,NULL,NULL
377403,DJOKOVIC,ATPD643,79.84,BACKHAND,TOPSPIN,2071.93,109294,0,NULL,NULL
377404,F.LOPEZ,ATPL397,61.43,BACKHAND,BACKSPIN,1467.50,109294,0,NULL,NULL
377405,DJOKOVIC,ATPD643,90.47,NOT LOGGED,NOSPIN,0.00,109295,1,NULL,NULL
377406,F.LOPEZ,ATPL397,76.96,FOREHAND,TOPSPIN,1338.08,109295,0,NULL,NULL
377407,DJOKOVIC,ATPD643,68.47,BACKHAND,TOPSPIN,1555.12,109295,0,NULL,NULL
377408,F.LOPEZ,ATPL397,86.06,FOREHAND,TOPSPIN,3073.15,109295,0,NULL,NULL
377409,DJOKOVIC,ATPD643,100.67,FOREHAND,BACKSPIN,8379.04,109295,0,NULL,NULL
377410,F.LOPEZ,ATPL397,144.20,NOT LOGGED,NOSPIN,0.00,109296,1,NULL,NULL
377411,F.LOPEZ,ATPL397,126.45,NOT LOGGED,NOSPIN,0.00,109297,1,NULL,NULL
377412,DJOKOVIC,ATPD643,55.72,FOREHAND,TOPSPIN,1198.50,109297,0,NULL,NULL
377413,F.LOPEZ,ATPL397,99.02,NOT LOGGED,NOSPIN,0.00,109298,1,NULL,NULL
377414,DJOKOVIC,ATPD643,60.16,FOREHAND,TOPSPIN,1378.90,109298,0,NULL,NULL
377415,F.LOPEZ,ATPL397,117.66,NOT LOGGED,NOSPIN,0.00,109299,1,NULL,NULL
377416,DJOKOVIC,ATPD643,95.01,NOT LOGGED,NOSPIN,0.00,109300,1,NULL,NULL
377417,F.LOPEZ,ATPL397,54.69,BACKHAND,BACKSPIN,2734.60,109300,0,NULL,NULL
377418,DJOKOVIC,ATPD643,82.31,BACKHAND,NOSPIN,0.00,109300,0,NULL,NULL
377419,F.LOPEZ,ATPL397,100.67,FOREHAND,TOPSPIN,733.85,109300,0,NULL,NULL
377420,DJOKOVIC,ATPD643,46.93,FOREHAND,TOPSPIN,1187.47,109300,0,NULL,NULL
377421,DJOKOVIC,ATPD643,111.15,NOT LOGGED,NOSPIN,0.00,109301,1,NULL,NULL
377422,F.LOPEZ,ATPL397,134.99,NOT LOGGED,NOSPIN,0.00,109302,1,NULL,NULL
377423,DJOKOVIC,ATPD643,73.99,FOREHAND,TOPSPIN,1317.83,109302,0,NULL,NULL
377424,DJOKOVIC,ATPD643,89.20,NOT LOGGED,NOSPIN,0.00,109303,1,NULL,NULL
377425,F.LOPEZ,ATPL397,53.64,BACKHAND,BACKSPIN,3129.95,109303,0,NULL,NULL
377426,DJOKOVIC,ATPD643,72.98,BACKHAND,TOPSPIN,2543.13,109303,0,NULL,NULL
377427,DJOKOVIC,ATPD643,120.94,NOT LOGGED,NOSPIN,0.00,109304,1,NULL,NULL
377428,F.LOPEZ,ATPL397,68.17,BACKHAND,TOPSPIN,1782.60,109303,0,NULL,NULL
377429,DJOKOVIC,ATPD643,115.95,NOT LOGGED,NOSPIN,0.00,109305,1,NULL,NULL
377430,DJOKOVIC,ATPD643,78.89,FOREHAND,TOPSPIN,3036.04,109303,0,NULL,NULL
377431,F.LOPEZ,ATPL397,51.99,BACKHAND,BACKSPIN,2108.03,109305,0,NULL,NULL
377432,F.LOPEZ,ATPL397,58.16,BACKHAND,BACKSPIN,3031.59,109303,0,NULL,NULL
377433,DJOKOVIC,ATPD643,75.86,FOREHAND,TOPSPIN,3229.96,109305,0,NULL,NULL
377434,DJOKOVIC,ATPD643,78.01,FOREHAND,TOPSPIN,3820.37,109303,0,NULL,NULL
377435,F.LOPEZ,ATPL397,80.65,FOREHAND,NOSPIN,0.00,109305,0,NULL,NULL
377436,DJOKOVIC,ATPD643,100.67,FOREHAND,TOPSPIN,789.51,109305,0,NULL,NULL
377437,F.LOPEZ,ATPL397,58.53,BACKHAND,BACKSPIN,3096.14,109303,0,NULL,NULL
377438,F.LOPEZ,ATPL397,68.64,BACKHAND,TOPSPIN,2629.31,109305,0,NULL,NULL
377439,DJOKOVIC,ATPD643,84.18,FOREHAND,TOPSPIN,3131.33,109303,0,NULL,NULL
377440,F.LOPEZ,ATPL397,59.94,FOREHAND,TOPSPIN,995.03,109303,0,NULL,NULL
377441,DJOKOVIC,ATPD643,87.27,BACKHAND,TOPSPIN,2282.15,109303,0,NULL,NULL
377442,F.LOPEZ,ATPL397,66.70,FOREHAND,TOPSPIN,1215.92,109303,0,NULL,NULL
377443,DJOKOVIC,ATPD643,61.75,BACKHAND,TOPSPIN,2053.83,109303,0,NULL,NULL
377444,F.LOPEZ,ATPL397,59.70,BACKHAND,BACKSPIN,2283.75,109303,0,NULL,NULL
377445,DJOKOVIC,ATPD643,79.94,FOREHAND,TOPSPIN,3297.24,109303,0,NULL,NULL
377446,DJOKOVIC,ATPD643,113.97,NOT LOGGED,NOSPIN,0.00,109306,1,NULL,NULL
377447,F.LOPEZ,ATPL397,55.90,BACKHAND,BACKSPIN,2827.86,109303,0,NULL,NULL
377448,F.LOPEZ,ATPL397,46.01,FOREHAND,TOPSPIN,1366.61,109306,0,NULL,NULL
377449,DJOKOVIC,ATPD643,83.39,BACKHAND,TOPSPIN,2605.32,109303,0,NULL,NULL
377450,DJOKOVIC,ATPD643,82.99,BACKHAND,TOPSPIN,1858.98,109306,0,NULL,NULL
377451,F.LOPEZ,ATPL397,68.32,FOREHAND,TOPSPIN,2147.29,109303,0,NULL,NULL
377452,F.LOPEZ,ATPL397,48.67,FOREHAND,TOPSPIN,878.50,109306,0,NULL,NULL
377453,DJOKOVIC,ATPD643,117.46,NOT LOGGED,NOSPIN,0.00,109307,1,NULL,NULL
377454,DJOKOVIC,ATPD643,83.74,BACKHAND,TOPSPIN,1870.18,109303,0,NULL,NULL
377455,DJOKOVIC,ATPD643,67.67,FOREHAND,TOPSPIN,2796.74,109306,0,NULL,NULL
377456,F.LOPEZ,ATPL397,67.18,BACKHAND,TOPSPIN,780.46,109303,0,NULL,NULL
377457,F.LOPEZ,ATPL397,100.67,BACKHAND,NOSPIN,0.00,109306,0,NULL,NULL
377458,DJOKOVIC,ATPD643,70.54,FOREHAND,BACKSPIN,1318.23,109306,0,NULL,NULL
377459,DJOKOVIC,ATPD643,71.34,FOREHAND,TOPSPIN,3161.34,109303,0,NULL,NULL
377460,F.LOPEZ,ATPL397,76.51,BACKHAND,TOPSPIN,1768.49,109303,0,NULL,NULL
377461,DJOKOVIC,ATPD643,79.88,FOREHAND,TOPSPIN,2534.03,109303,0,NULL,NULL
377462,F.LOPEZ,ATPL397,88.76,FOREHAND,TOPSPIN,1354.60,109303,0,NULL,NULL
377463,DJOKOVIC,ATPD643,120.90,NOT LOGGED,NOSPIN,0.00,109308,1,NULL,NULL
377464,F.LOPEZ,ATPL397,119.45,NOT LOGGED,NOSPIN,0.00,109309,1,NULL,NULL
377465,DJOKOVIC,ATPD643,93.47,NOT LOGGED,NOSPIN,0.00,109310,1,NULL,NULL
377466,DJOKOVIC,ATPD643,100.67,BACKHAND,TOPSPIN,968.44,109309,0,NULL,NULL
377467,F.LOPEZ,ATPL397,105.75,NOT LOGGED,NOSPIN,0.00,109311,1,NULL,NULL
377468,DJOKOVIC,ATPD643,63.33,BACKHAND,TOPSPIN,1000.81,109311,0,NULL,NULL
377469,F.LOPEZ,ATPL397,100.67,BACKHAND,TOPSPIN,894.68,109311,0,NULL,NULL
377470,F.LOPEZ,ATPL397,113.44,NOT LOGGED,NOSPIN,0.00,109312,1,NULL,NULL
377471,F.LOPEZ,ATPL397,94.11,NOT LOGGED,NOSPIN,0.00,109313,1,NULL,NULL
377472,F.LOPEZ,ATPL397,126.61,NOT LOGGED,NOSPIN,0.00,109314,1,NULL,NULL
377473,F.LOPEZ,ATPL397,128.01,NOT LOGGED,NOSPIN,0.00,109315,1,NULL,NULL
377474,DJOKOVIC,ATPD643,53.25,FOREHAND,BACKSPIN,2428.83,109315,0,NULL,NULL
377475,F.LOPEZ,ATPL397,47.96,FOREHAND,TOPSPIN,913.01,109315,0,NULL,NULL
377476,F.LOPEZ,ATPL397,118.76,NOT LOGGED,NOSPIN,0.00,109316,1,NULL,NULL
377477,F.LOPEZ,ATPL397,127.93,NOT LOGGED,NOSPIN,0.00,109317,1,NULL,NULL
